"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","other_intangible_assets","investments_in_affiliates","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","short_term_borrowings","other_short_term_liabilities","deferred_revenue_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","other_post_retirement_benefits","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","net_change_in_long_term_investment","decrease_in_long_term_investment","increase_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_short_term_debt_net","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_repurchase_of_equity","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"26","2016_Q3",101.6821875,"Up",4.528e+09,-3.331e+09,1.197e+09,-6.79e+08,-5.24e+08,-1.55e+08,0,5.18e+08,9.6e+07,-1e+07,8.8e+07,1.8e+07,6.14e+08,5.75e+08,-1.48e+08,4.27e+08,4.27e+08,-2.1e+07,4.06e+08,4.06e+08,1.28e+09,1.045e+09,2.35e+08,2.778e+09,3.572e+09,5.49e+08,3.023e+09,7.63e+09,3.703e+09,3.687e+09,4.81e+08,3.28e+08,1.073e+09,1.041e+09,7.39e+09,1.502e+10,3.125e+09,1.825e+09,1.3e+09,2.57e+08,2.19e+08,7.68e+08,4.33e+08,3.35e+08,4.15e+09,1.614e+09,2.061e+09,6.27e+08,3.28e+08,1.434e+09,3.675e+09,7.825e+09,2.187e+09,2.187e+09,-4.422e+09,1.0716e+10,-1.62e+09,6.861e+09,3.34e+08,7.195e+09,1.502e+10,4.27e+08,1.31e+08,-4.8e+07,1.5e+07,4e+06,-6.7e+07,-3.9e+07,-1.54e+08,-4.7e+07,3.6e+07,1.26e+08,4.71e+08,-1.18e+08,-1.18e+08,1.14e+08,2.02e+08,-87999999.9999999,-7e+06,-2999999.99999994,-1.63e+08,3.6e+07,1.5e+08,-1.14e+08,-1.18e+08,-1.2e+08,-1.2e+08,-1.3e+07,-2.6e+08,2.08e+08,2.08e+08,-7.8e+07,1.3e+08,6.49e+08,1.871e+09,6.4e+08,0.26436,0.1144,0.08966,0.05643,0.02703,1.57635,1.83855,1.08756,0.12457,2.40521,2.40237,26.82464,40.64573,3.79147,0.96564,4,0.05114,0.05752,0.40148,0.91063,1.14093
"27","2016_Q4",113.043015873016,"Up",4.187e+09,-3.108e+09,1.079e+09,-6.7e+08,-5.13e+08,-1.57e+08,0,4.09e+08,7.2e+07,-1e+07,7.4e+07,8e+06,4.81e+08,3.82e+08,-8.2e+07,3e+08,3e+08,-1.1e+07,2.89e+08,2.89e+08,1.501e+09,1.251e+09,2.5e+08,2.82e+09,3.473e+09,6e+08,2.873e+09,7.794e+09,3.677e+09,3.665e+09,4.82e+08,3.19e+08,1.077e+09,1.014e+09,7.342e+09,1.5136e+10,3.159e+09,1.781e+09,1.378e+09,3.56e+08,3.21e+08,7.93e+08,4.6e+08,3.33e+08,4.308e+09,1.593e+09,1.971e+09,6.27e+08,3.26e+08,1.344e+09,3.564e+09,7.872e+09,2.201e+09,2.201e+09,-4.468e+09,1.0833e+10,-1.632e+09,6.934e+09,3.3e+08,7.264e+09,1.5136e+10,3e+08,1.32e+08,1.57e+08,8e+06,5.8e+07,9.1e+07,-1.3e+07,1.4e+08,-4.9e+07,-4.2e+07,-6.2e+07,5.76e+08,-1.12e+08,-1.23e+08,-1.4e+07,5.4e+07,-6.8e+07,-6e+07,-1.99e+08,-1.72e+08,7.7e+07,9.8e+07,-2.1e+07,-2.3e+07,-5e+07,-5e+07,-4e+06,-1.49e+08,2.28e+08,2.28e+08,-2.2e+07,2.06e+08,5.41e+08,1.949e+09,4.98e+08,0.2577,0.09768,0.06902,0.03979,0.01909,1.72318,1.80919,1.0837,0.12877,1.72229,1.71819,24.95232,41.323,2.96782,1.02503,4,0.04122,0.04453,0.59516,0.8281,1.09535
"28","2017_Q1",125.865483870968,"Up",4.503e+09,-3.377e+09,1.126e+09,-7.34e+08,-5.72e+08,-1.59e+08,-3e+06,3.92e+08,1.16e+08,-1.3e+07,6.7e+07,6.2e+07,5.08e+08,5.08e+08,-1.12e+08,3.96e+08,3.96e+08,-1.8e+07,3.78e+08,3.78e+08,1.38e+09,1.12e+09,2.6e+08,2.675e+09,3.652e+09,6.27e+08,3.025e+09,7.707e+09,3.8e+09,3.504e+09,4.8e+08,3.32e+08,9.46e+08,1.015e+09,7.304e+09,1.5011e+10,3.236e+09,1.854e+09,1.382e+09,2.88e+08,2.53e+08,8.01e+08,4.68e+08,3.33e+08,4.325e+09,1.568e+09,1.944e+09,6.55e+08,3.29e+08,1.289e+09,3.512e+09,7.837e+09,2.145e+09,2.145e+09,-4.489e+09,1.104e+10,-1.821e+09,6.875e+09,2.99e+08,7.174e+09,1.5011e+10,3.96e+08,1.39e+08,3.8e+07,4e+06,-1e+07,4.4e+07,5.2e+07,-1.53e+08,1.46e+08,8.7e+07,-2.8e+07,6.25e+08,-2.16e+08,-2.19e+08,-1.6e+07,1.5e+07,-3.1e+07,-5e+07,-3.27e+08,-1.71e+08,-7.4e+07,-6.7e+07,-7e+06,-7e+06,-3.3e+07,-3.3e+07,-9e+07,-3.68e+08,-7e+07,-7e+07,-6.1e+07,-1.31e+08,5.31e+08,1.856e+09,4.79e+08,0.25006,0.08705,0.08394,0.05269,0.02518,1.2672,1.78197,1.09242,0.12364,2.2533,2.24804,26.84293,40.98272,2.85538,1.01935,5,0.05003,0.04365,0.45238,0.89642,1.21429
"29","2017_Q2",132.888095238095,"Up",4.589e+09,-3.457e+09,1.132e+09,-7e+08,-5.47e+08,-1.58e+08,5e+06,4.32e+08,1.16e+08,-1.6e+07,1.08e+08,2.4e+07,5.48e+08,5.48e+08,-1.43e+08,4.05e+08,4.05e+08,-9e+06,3.96e+08,3.96e+08,1.467e+09,1.322e+09,1.45e+08,2.894e+09,3.798e+09,5.51e+08,3.247e+09,8.159e+09,3.802e+09,3.673e+09,4.82e+08,3.45e+08,1.059e+09,1.002e+09,7.475e+09,1.5634e+10,3.443e+09,2.168e+09,1.275e+09,3.69e+08,3.22e+08,8.5e+08,4.98e+08,3.52e+08,4.662e+09,1.576e+09,1.92e+09,6.42e+08,3.17e+08,1.278e+09,3.496e+09,8.158e+09,2.156e+09,2.156e+09,-4.524e+09,1.1265e+10,-1.732e+09,7.165e+09,3.11e+08,7.476e+09,1.5634e+10,4.05e+08,1.39e+08,-8.5e+07,7e+06,1e+07,-1.02e+08,-8e+07,-2.05e+08,-2.02e+08,2.96e+08,3.1e+07,3.79e+08,-8.1e+07,-8.1e+07,1.21e+08,1.47e+08,-2.6e+07,-4.7e+07,-2.7e+07,-1.71e+08,5.1e+07,6.2e+07,-1.1e+07,-1.1e+07,-5.1e+07,-5.1e+07,7e+06,-1.64e+08,1.88e+08,1.88e+08,1.4e+07,2.02e+08,5.71e+08,1.945e+09,5.53e+08,0.24668,0.09414,0.08629,0.05297,0.02533,1.39646,1.75011,1.09123,0.12441,2.36418,2.35714,27.39701,42.77612,3.30149,1.0209,7,0.05,0.04876,0.43182,0.83713,1.10648
"30","2017_Q3",139.509365079365,"Up",5.078e+09,-3.827e+09,1.251e+09,-7.63e+08,-6.06e+08,-1.75e+08,1.8e+07,4.88e+08,1.11e+08,-1.6e+07,9.8e+07,2.9e+07,5.99e+08,5.99e+08,-1.58e+08,4.41e+08,4.41e+08,-1.7e+07,4.24e+08,4.24e+08,1.467e+09,1.293e+09,1.74e+08,2.982e+09,4.153e+09,6e+08,3.553e+09,8.602e+09,3.787e+09,3.871e+09,4.88e+08,3.39e+08,1.162e+09,1.03e+09,7.658e+09,1.626e+10,3.749e+09,2.3e+09,1.449e+09,2.33e+08,1.88e+08,9.12e+08,5.2e+08,3.92e+08,4.894e+09,1.564e+09,1.98e+09,6.45e+08,3.18e+08,1.335e+09,3.544e+09,8.438e+09,2.177e+09,2.177e+09,-4.586e+09,1.1517e+10,-1.615e+09,7.493e+09,3.29e+08,7.822e+09,1.626e+10,4.41e+08,1.45e+08,-1.26e+08,1.6e+07,-1e+07,-1.32e+08,-1.3e+07,-2.83e+08,-6.2e+07,1.07e+08,2.25e+08,4.47e+08,-1.01e+08,-1.01e+08,-2.8e+07,1.5e+07,-4.3e+07,4e+07,-1.33e+08,-1.72e+08,-1.58e+08,-1.4e+08,-1.8e+07,-1.8e+07,-6.9e+07,-6.9e+07,1.9e+07,-3.8e+08,-6.6e+07,-6.6e+07,3.7e+07,-2.9e+07,6.33e+08,1.797e+09,6.77e+08,0.24636,0.0961,0.0835,0.05421,0.02608,1.5967,1.75766,1.07875,0.11052,2.53437,2.52682,30.35266,44.78781,4.04662,1.02809,6,0.05138,0.05837,0.40566,0.52133,0.67623
"31","2017_Q4",148.381904761905,"Up",5.285e+09,-3.944e+09,1.341e+09,-8.14e+08,-6.33e+08,-2.13e+08,3.2e+07,5.27e+08,9.5e+07,-1.4e+07,9.5e+07,1.4e+07,6.22e+08,6.22e+08,-1.65e+08,4.57e+08,4.57e+08,-4e+06,4.53e+08,4.53e+08,1.444e+09,1.29e+09,1.54e+08,3.146e+09,4.466e+09,6.56e+08,3.81e+09,9.056e+09,3.816e+09,5.12e+09,1.036e+09,9.64e+08,1.213e+09,9.95e+08,8.936e+09,1.7992e+10,4.128e+09,2.486e+09,1.642e+09,6.4e+08,5.78e+08,9.9e+08,5.28e+08,4.62e+08,5.758e+09,1.615e+09,2.058e+09,6.47e+08,3.19e+08,1.411e+09,3.673e+09,9.431e+09,2.191e+09,2.191e+09,-4.849e+09,1.1791e+10,-1.504e+09,7.629e+09,9.32e+08,8.561e+09,1.7992e+10,4.57e+08,1.49e+08,-1.6e+07,1.1e+07,2.6e+07,-5.3e+07,5.5e+07,-2.34e+08,-1.37e+08,1.64e+08,2.62e+08,6.45e+08,4e+06,-1e+08,1.9e+07,5.6e+07,-3.7e+07,-4.2e+07,-6.26e+08,-1.79e+08,3.9e+08,3.99e+08,-9e+06,-9e+06,-2.71e+08,-2.71e+08,4e+06,-5.6e+07,-3.7e+07,-3.7e+07,3.4e+07,-3e+06,6.76e+08,2.255e+09,9e+08,0.25374,0.09972,0.08571,0.05291,0.02518,1.98675,1.57277,1.10162,0.12533,2.72399,2.71257,31.77992,45.87492,5.41191,1.07637,7,0.04909,0.06991,0.39514,1.1997,1.5389
"32","2018_Q1",150.031803278689,"Up",5.476e+09,-4.1e+09,1.376e+09,-8.41e+08,-6.43e+08,-2.08e+08,1e+07,5.35e+08,6.6e+07,-1.7e+07,5.6e+07,2.7e+07,6.01e+08,5.96e+08,-9.05e+08,-3.09e+08,-3.09e+08,3.5e+07,-2.74e+08,-2.74e+08,1.567e+09,1.369e+09,1.98e+08,3.166e+09,4.195e+09,5.77e+08,3.618e+09,8.928e+09,3.927e+09,5.22e+09,1.082e+09,9.73e+08,1.156e+09,9.66e+08,9.147e+09,1.8075e+10,4.305e+09,2.579e+09,1.726e+09,4.18e+08,3.55e+08,9.54e+08,5e+08,4.54e+08,5.677e+09,1.588e+09,2.646e+09,6.19e+08,298238018.603381,1.423e+09,4.234e+09,9.911e+09,2.203e+09,2.203e+09,-4.905e+09,1.1464e+10,-1.503e+09,7.259e+09,9.05e+08,8.164e+09,1.8075e+10,-3.09e+08,1.5e+08,5.96e+08,7e+06,-8e+07,6.69e+08,3.69e+08,2.14e+08,-6000000.00000003,7.2e+07,8.9e+07,8.06e+08,-2.18e+08,-2.24e+08,-4e+07,4.8e+07,-8.8e+07,4.9e+07,-2.66e+08,-1.79e+08,-2.39e+08,-2.23e+08,-1.6e+07,-2.2e+07,-59999999.9999999,-6e+07,4e+06,-4.74e+08,6.6e+07,6.6e+07,1.3e+07,7.9e+07,6.85e+08,2.006e+09,1.741e+09,0.25128,0.0977,-0.05004,-0.03356,-0.01516,-6.35401,1.57266,1.21399,0.11098,-1.65658,-1.64779,33.10736,43.88721,10.52592,1.08222,6,-0.00741,0.13585,-0.65328,0.64088,0.82056
"33","2018_Q2",131.61078125,"Down",5.57e+09,-4.37e+09,1.2e+09,-7.85e+08,-5.77e+08,-2.1e+08,2e+06,4.15e+08,1.08e+08,-1.7e+07,1.15e+08,1e+07,5.23e+08,5.23e+08,-1.98e+08,3.25e+08,3.25e+08,0,3.25e+08,3.25e+08,1.387e+09,1.207e+09,1.8e+08,3.411e+09,4.403e+09,5.58e+08,3.845e+09,9.201e+09,3.892e+09,5.299e+09,1.085e+09,9.6e+08,1.288e+09,9.08e+08,9.191e+09,1.8392e+10,3.979e+09,2.854e+09,1.125e+09,7.06e+08,6.49e+08,1.147e+09,4.89e+08,6.58e+08,5.832e+09,1.571e+09,2.693e+09,6.15e+08,2.84e+08,2.078e+09,4.264e+09,1.0096e+10,2.211e+09,2.211e+09,-5.061e+09,1.1641e+10,-1.397e+09,7.394e+09,9.02e+08,8.296e+09,1.8392e+10,3.25e+08,1.54e+08,-1.77e+08,9e+06,-2.7e+07,-1.59e+08,-4.19e+08,-2.17e+08,-2.59e+08,2.46e+08,-1.89e+08,-1.17e+08,-7.2e+07,-7.2e+07,1.5e+07,8.2e+07,-6.7e+07,3.7e+07,-3.6e+07,-1.78e+08,2.79e+08,2.95e+08,-1.6e+07,-1.6e+07,-1.63e+08,-1.63e+08,1e+07,-5.2e+07,-2.05e+08,-2.05e+08,4.3e+07,-1.62e+08,5.69e+08,2.277e+09,2.76e+08,0.21544,0.07451,0.05835,0.03918,0.01767,0.84923,1.57767,1.21697,0.1238,1.97089,1.96138,33.77805,44.8393,1.67374,1.07944,4,0.03792,0.02081,0.54769,1.56415,2.14458
"34","2018_Q3",124.729523809524,"Down",6.132e+09,-4.692e+09,1.44e+09,-8.28e+08,-6.13e+08,-2.19e+08,4e+06,6.12e+08,1.03e+08,-1.8e+07,1.1e+08,1.1e+07,7.15e+08,7.15e+08,-1.61e+08,5.54e+08,5.54e+08,-9e+06,5.45e+08,5.45e+08,1.532e+09,1.318e+09,2.14e+08,3.559e+09,4.744e+09,6.49e+08,4.095e+09,9.835e+09,3.824e+09,5.256e+09,1.079e+09,9.4e+08,1.303e+09,9.12e+08,9.08e+09,1.8915e+10,4.255e+09,2.981e+09,1.274e+09,9.06e+08,8.57e+08,9.43e+08,4.79e+08,4.64e+08,6.104e+09,1.556e+09,3.061e+09,6.2e+08,2.89e+08,2.441e+09,4.617e+09,1.0721e+10,2.233e+09,2.233e+09,-5.276e+09,1.2009e+10,-1.667e+09,7.299e+09,8.95e+08,8.194e+09,1.8915e+10,5.54e+08,1.54e+08,-6000000.00000012,1.9e+07,6000000.00000001,-31000000.0000001,-1.12e+08,-3.38e+08,-2.16e+08,1.96e+08,2.46e+08,5.9e+08,-1.14e+08,-1.14e+08,-4.2e+07,3.4e+07,-7.6e+07,-4.5e+07,-2e+08,-1.77e+08,1.92e+08,2.09e+08,-1.7e+07,-1.7e+07,-2.16e+08,-2.16e+08,0,-2.01e+08,1.89e+08,1.89e+08,-7.8e+07,1.11e+08,7.66e+08,2.462e+09,7.01e+08,0.23483,0.0998,0.08888,0.06651,0.02881,1.28624,1.61124,1.3084,0.13016,3.32723,3.3171,37.4359,44.56044,4.27961,1.08059,7,0.05264,0.0511,0.32477,1.2141,1.51961
"35","2018_Q4",126.093968253968,"Up",5.943e+09,-4.392e+09,1.551e+09,-8.38e+08,-6.04e+08,-2.29e+08,-5e+06,7.13e+08,9.2e+07,-2.1e+07,9e+07,2.3e+07,8.05e+08,8.05e+08,-1.07e+08,6.98e+08,6.98e+08,-6e+06,6.92e+08,6.92e+08,1.407e+09,1.222e+09,1.85e+08,3.831e+09,4.625e+09,6.96e+08,3.929e+09,9.863e+09,3.87e+09,5.259e+09,1.11e+09,9.5e+08,1.255e+09,9.22e+08,9.129e+09,1.8992e+10,4.39e+09,2.98e+09,1.41e+09,9.02e+08,8.61e+08,1.124e+09,5e+08,6.24e+08,6.416e+09,1.563e+09,2.953e+09,6.12e+08,2.81e+08,2.341e+09,4.516e+09,1.0932e+10,2.145e+09,2.145e+09,-5.674e+09,1.2519e+10,-1.799e+09,7.191e+09,8.69e+08,8.06e+09,1.8992e+10,6.98e+08,1.48e+08,-8.6e+07,1e+07,-1.46e+08,5e+07,1.55e+08,1.26e+08,-2.98e+08,2.5e+07,3.02e+08,9.15e+08,-1.61e+08,-1.75e+08,9e+06,1.82e+08,-1.73e+08,-6.7e+07,-2.83e+08,-1.82e+08,-1.4e+07,7e+06,-2.1e+07,-2.1e+07,-5e+08,-5e+08,-1.1e+07,-7.07e+08,-7.5e+07,-7.5e+07,-2.1e+07,-9.6e+07,8.61e+08,2.465e+09,9.62e+08,0.26098,0.11997,0.11644,0.08586,0.03644,1.39017,1.53725,1.35633,0.12979,4.29014,4.27689,36.84439,44.58153,5.96404,1.12833,8,0.06485,0.07138,0.26301,1.2288,1.48387
"36","2019_Q1",134.979016393443,"Up",6.126e+09,-4.58e+09,1.546e+09,-8.94e+08,-6.43e+08,-2.44e+08,-7e+06,6.52e+08,5.8e+07,-5.8e+07,7.9e+07,3.7e+07,7.1e+08,7.1e+08,-1e+08,6.1e+08,6.1e+08,-3.1e+07,5.79e+08,5.79e+08,1.525e+09,1.303e+09,2.22e+08,3.759e+09,4.534e+09,6.68e+08,3.866e+09,9.818e+09,4.096e+09,5.148e+09,1.126e+09,9.09e+08,1.222e+09,9.62e+08,9.244e+09,1.9062e+10,4.353e+09,2.822e+09,1.531e+09,8.79e+08,8.34e+08,1.152e+09,4.98e+08,6.54e+08,6.384e+09,1.597e+09,2.822e+09,5.32e+08,396245628.122836,1.632e+09,4.419e+09,1.0803e+10,2.266e+09,2.266e+09,-6.028e+09,1.2917e+10,-1.807e+09,7.348e+09,9.11e+08,8.259e+09,1.9062e+10,6.1e+08,1.55e+08,1.68e+08,1.5e+07,-7.1e+07,2.24e+08,5.7e+07,6.6e+07,78000000.0000001,-1.65e+08,7.8e+07,9.9e+08,-3.62e+08,-3.48e+08,-1.9e+07,-2.98e+08,2.79e+08,-4.6e+07,-4.55e+08,-1.81e+08,1.49011611938477e-08,-2.8e+07,2.8e+07,-8e+06,-2.48e+08,-2.61e+08,-1.1e+07,-4.4e+08,9.5e+07,9.5e+07,-1.4e+07,8.1e+07,8.07e+08,2.476e+09,6.02e+08,0.25237,0.10643,0.09452,0.07011,0.03037,1.03972,1.53791,1.30803,0.12989,3.64859,3.6348,38.60324,46.30373,3.79353,1.14058,7,0.05606,0.04441,0.31261,1.17844,1.45859
"37","2019_Q2",148.314761904762,"Up",6.004e+09,-4.472e+09,1.532e+09,-8.25e+08,-5.93e+08,-2.37e+08,5e+06,7.07e+08,1.38e+08,-2e+07,9.2e+07,6.6e+07,8.45e+08,8.45e+08,-1.76e+08,6.69e+08,6.69e+08,-6e+06,6.63e+08,6.63e+08,1.574e+09,1.328e+09,2.46e+08,3.893e+09,4.624e+09,5.99e+08,4.025e+09,1.0091e+10,4.066e+09,5.689e+09,1.125e+09,8.95e+08,1.303e+09,1.427e+09,9.755e+09,1.9846e+10,4.34e+09,3.018e+09,1.322e+09,8.16e+08,7.79e+08,1.271e+09,5.09e+08,7.62e+08,6.427e+09,1.605e+09,3.087e+09,5.2e+08,5.2e+08,1.87e+09,4.692e+09,1.1119e+10,2.269e+09,2.269e+09,-6.111e+09,1.3401e+10,-1.739e+09,7.82e+09,9.07e+08,8.727e+09,1.9846e+10,6.69e+08,1.57e+08,-1.76e+08,9e+06,1.1e+07,-1.96e+08,-2.38e+08,-1.35e+08,-1.07e+08,1.66e+08,-1.62e+08,4.12e+08,-1.09e+08,-1.09e+08,-1.8e+07,1.03e+08,-1.21e+08,5.6e+07,-7.1e+07,-1.79e+08,-8.1e+07,-7.1e+07,-1e+07,-1e+07,-1e+08,-1e+08,1.3e+07,-3.47e+08,-6e+06,-6e+06,3.1e+07,2.5e+07,8.64e+08,2.421e+09,6.93e+08,0.25516,0.11775,0.11043,0.07597,0.03341,1.04525,1.57009,1.27409,0.12199,4.21756,4.20419,38.19338,49.74555,4.4084,1.13868,6,0.05915,0.04868,0.26998,0.98032,1.19802
"38","2019_Q3",146.11484375,"Down",6.221e+09,-4.58e+09,1.641e+09,-8.89e+08,-6.29e+08,-2.51e+08,-9e+06,7.52e+08,1.19e+08,-1.7e+07,9.6e+07,4e+07,8.71e+08,8.71e+08,-1.86e+08,6.85e+08,6.85e+08,-1e+07,6.75e+08,6.75e+08,1.732e+09,1.397e+09,3.35e+08,3.896e+09,4.822e+09,6.43e+08,4.179e+09,1.045e+10,4.077e+09,5.727e+09,1.125e+09,9.01e+08,1.274e+09,1.467e+09,9.804e+09,2.0254e+10,4.376e+09,2.991e+09,1.385e+09,5.99e+08,5.53e+08,1.314e+09,5.05e+08,8.09e+08,6.289e+09,1.624e+09,3.145e+09,5.22e+08,5.22e+08,1.897e+09,4.769e+09,1.1058e+10,2.303e+09,2.303e+09,-6.082e+09,1.3897e+10,-1.84e+09,8.278e+09,9.18e+08,9.196e+09,2.0254e+10,6.85e+08,1.58e+08,74999999.9999999,1.9e+07,6e+06,49999999.9999999,-1.1e+08,-1.77e+08,-1.8e+07,-18000000.0000001,1.03e+08,8.08e+08,-1.33e+08,-1.33e+08,-8.8e+07,49999999.9999999,-1.38e+08,-1.19e+08,-3.4e+08,-1.79e+08,-2.25e+08,-2.18e+08,-7e+06,-7e+06,-5.96046447753906e-08,-2.98023223876953e-08,4e+07,-3.64e+08,1.04e+08,1.04e+08,-3.5e+07,6.9e+07,9.1e+08,2.223e+09,8.53e+08,0.26378,0.12088,0.1085,0.0734,0.03333,1.2637,1.66163,1.20248,0.10976,4.28844,4.26945,39.52351,52.59212,5.41931,1.13723,8,0.05864,0.05857,0.26519,0.53956,0.65293
"39","2019_Q4",162.18265625,"Up",5.768e+09,-4.274e+09,1.494e+09,-8.63e+08,-6e+08,-2.42e+08,-2.1e+07,6.31e+08,1.24e+08,-1.2e+07,6.8e+07,6.8e+07,7.55e+08,7.55e+08,-1.39e+08,6.16e+08,6.16e+08,6e+06,6.22e+08,6.22e+08,1.863e+09,1.56e+09,3.03e+08,3.821e+09,4.544e+09,6.1e+08,3.934e+09,1.0228e+10,4.056e+09,6.062e+09,1.288e+09,1.022e+09,1.25e+09,1.532e+09,1.0118e+10,2.0346e+10,4.321e+09,2.83e+09,1.491e+09,1.042e+09,1.005e+09,1.362e+09,5.45e+08,8.17e+08,6.725e+09,1.619e+09,3.249e+09,5.21e+08,5.21e+08,1.959e+09,4.868e+09,1.1593e+10,2.319e+09,2.319e+09,-6.784e+09,1.4315e+10,-2.04e+09,7.81e+09,9.43e+08,8.753e+09,2.0346e+10,6.16e+08,1.78e+08,5e+06,9e+06,-3.1e+07,2.7e+07,3.24e+08,2.11e+08,6.3e+07,-1.51e+08,2.01e+08,1.123e+09,-1.53e+08,-1.53e+08,3.5e+07,1.43e+08,-1.08e+08,-6.3e+07,-4.18e+08,-2.04e+08,4.44e+08,4.64e+08,-2e+07,-3e+07,-7.06e+08,-7.06e+08,-2.1e+07,-4.87e+08,2.18e+08,2.18e+08,-5.5e+07,1.63e+08,8.09e+08,2.661e+09,1.119e+09,0.25902,0.1094,0.10784,0.07106,0.03057,1.79904,1.52089,1.32446,0.13079,3.9923,3.97698,37.02182,50.12837,7.18228,1.30937,5,0.05633,0.07631,0.32797,0.9864,1.26466
"40","2020_Q1",144.639193548387,"Down",5.578e+09,-4.265e+09,1.313e+09,-9.14e+08,-6.32e+08,-2.71e+08,-1.1e+07,3.99e+08,8.3e+07,-6e+07,7.4e+07,6.9e+07,4.82e+08,3.63e+08,-6.5e+07,2.98e+08,2.98e+08,2e+06,3e+08,3e+08,1.47e+09,1.129e+09,3.41e+08,3.486e+09,4.431e+09,7.61e+08,3.67e+09,9.387e+09,4.245e+09,6.105e+09,1.286e+09,1.003e+09,1.237e+09,1.578e+09,1.035e+10,1.9737e+10,4.133e+09,2.534e+09,1.599e+09,7.91e+08,7.6e+08,1.336e+09,5.33e+08,8.03e+08,6.26e+09,1.576e+09,3.436e+09,5.91e+08,5.91e+08,2.024e+09,5.012e+09,1.1272e+10,2.344e+09,2.344e+09,-7.225e+09,1.4416e+10,-2.028e+09,7.507e+09,9.58e+08,8.465e+09,1.9737e+10,2.98e+08,1.79e+08,999999.999999985,1.2e+07,1e+07,-2.1e+07,3.6e+08,2.96e+08,3.53e+08,-3.07e+08,1.8e+07,8.38e+08,-3.05e+08,-3.05e+08,-3.5e+07,9.3e+07,-1.28e+08,1.9e+07,-3.21e+08,-1.99e+08,-2.9e+08,-2.42e+08,-4.8e+07,-4.9e+07,-3.89e+08,-4.65e+08,-1.9e+07,-8.97e+08,-3.8e+08,-3.8e+08,-5.1e+07,-4.31e+08,5.78e+08,2.367e+09,6.98e+08,0.23539,0.07153,0.05378,0.03544,0.0152,2.32667,1.49952,1.3316,0.11993,1.98413,1.97109,36.89153,49.64947,4.6164,1.31614,5,0.03497,0.04892,0.66333,1.5519,2.24812
