"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","interest_income","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","intangible_assets","goodwill","other_intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","short_term_debt","short_term_borrowings","current_portion_of_long_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","disposition_of_fixed_assets","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_cash_from_acquisitions_divestitures","net_cash_from_divestitures","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"41","2020_Q2",42.9771428571429,"Down",8.601e+09,-3.371e+09,5.23e+09,-2.85e+09,-2.648e+09,-2.02e+08,2.38e+09,6.3e+08,-8.1e+07,-1.93e+08,1.12e+08,1.67e+08,5.44e+08,3.01e+09,3.01e+09,-2.15e+08,2.795e+09,2.795e+09,-2e+07,2.775e+09,2.775e+09,1.5274e+10,1.3561e+10,1.713e+09,6.822e+09,6.822e+09,3.558e+09,2.58e+09,2.58e+09,2.8234e+10,1.0993e+10,6.52e+08,5.4134e+10,1.0565e+10,1.6673e+10,6e+08,6.001e+09,6.5779e+10,9.4013e+10,1.3098e+10,1.264e+10,4.58e+08,1.9299e+10,1.3657e+10,5.642e+09,3.2397e+10,3.1094e+10,1.0688e+10,1.856e+09,8.832e+09,4.1782e+10,7.4179e+10,1.9072e+10,1.76e+09,1.7312e+10,-5.2088e+10,6.687e+10,-1.5696e+10,1.8158e+10,1.676e+09,1.9834e+10,9.4013e+10,2.795e+09,2.795e+09,3.67e+08,-8.37e+08,-5e+06,-1.22e+08,-7.1e+08,-1.769e+09,5.56e+08,-2.36e+08,9.1e+07,9.1e+07,-3.27e+08,-3.27e+08,-9.48e+08,3.6e+07,-4.8e+07,-1.084e+09,-3142407426.16842,7.73e+09,3.19e+08,4.13e+08,-9.4e+07,-2.39e+08,7.81e+09,7.282e+09,7.282e+09,-5.4e+07,7.228e+09,2.747e+09,5.0393e+10,9.57e+08,0.60807,0.27671,0.32264,0.13991,0.02952,0.34486,0.8715,3.73999,0.53602,0.647,0.64162,2.00536,4.23362,0.22313,0.732607838311767,5,0.0343,0.01183,1.66434013248624,12.78449,14.75588
"42","2020_Q3",45.27015625,"Up",7.15e+09,-3.013e+09,4.137e+09,-2.156e+09,-1.983e+09,-1.73e+08,1.981e+09,2.16e+08,-1.74e+08,-2.74e+08,1e+08,1.76e+08,2.14e+08,2.197e+09,2.197e+09,-4.38e+08,1.759e+09,1.759e+09,2e+07,1.779e+09,1.779e+09,1.7588e+10,1.0037e+10,7.551e+09,6.077e+09,6.077e+09,3.501e+09,2.205e+09,2.205e+09,2.9371e+10,1.0695e+10,7.46e+08,5.3877e+10,1.0275e+10,1.6617e+10,5.55e+08,5.875e+09,6.5318e+10,9.4689e+10,1.2244e+10,1.1668e+10,5.76e+08,1.4604e+10,9.423e+09,5.181e+09,2.6848e+10,3.7729e+10,1.0923e+10,1.969e+09,8.954e+09,4.8652e+10,7.55e+10,1.9127e+10,1.76e+09,1.7367e+10,-5.2071e+10,6.6888e+10,-1.646e+10,1.7484e+10,1.705e+09,1.9189e+10,9.4689e+10,1.759e+09,1.759e+09,3.81e+08,4.7e+07,4.1e+07,82999999.9999999,-7.7e+07,43000000.0000005,2.23e+09,-1.88e+08,21000000.0000001,21000000.0000001,-2.09e+08,-2.09e+08,1e+07,1e+07,8.8e+07,-5.883e+09,-1.761e+09,1.741e+09,3.2e+07,30999999.9999999,1e+06,2.23e+08,2.35e+08,-3.418e+09,-3.418e+09,-1.18e+08,-3.536e+09,2.362e+09,5.2333e+10,2.655e+09,0.5786,0.27706,0.24881,0.09271,0.01879,1.49241,1.09397,3.93455,0.55268,0.4142,0.41209,1.66473,4.07078,0.61816,0.41001,4,0.04294,0.0322,0.98988,14.70999,17.53912
"43","2020_Q4",49.125,"Up",8.652e+09,-3.471e+09,5.181e+09,-2.883e+09,-2.511e+09,-3.72e+08,2.298e+09,-1.17e+08,-5.78e+08,-6.6e+08,8.2e+07,4.31e+08,3e+07,2.181e+09,2.181e+09,-4.41e+08,1.74e+09,1.74e+09,-3e+06,1.737e+09,1.737e+09,1.8732e+10,1.1385e+10,7.347e+09,6.223e+09,6.223e+09,3.264e+09,2.191e+09,2.191e+09,3.041e+10,1.0667e+10,7.12e+08,5.5395e+10,1.0333e+10,1.6887e+10,7e+08,6.161e+09,6.6774e+10,9.7184e+10,1.3526e+10,1.275e+10,7.76e+08,1.3365e+10,5.857e+09,7.508e+09,2.6891e+10,3.9502e+10,1.0475e+10,1.945e+09,8.53e+09,4.9977e+10,7.6868e+10,1.9223e+10,1.76e+09,1.7463e+10,-5.2033e+10,6.6863e+10,-1.5446e+10,1.8607e+10,1.709e+09,2.0316e+10,9.7184e+10,1.74e+09,1.74e+09,3.58e+08,5.12e+08,5.2e+07,4.9e+07,4.11e+08,8.24e+08,3.434e+09,-1.79e+08,4.4e+07,4.4e+07,-2.23e+08,-2.23e+08,-5e+06,0,3e+06,-1.05e+08,-1.761e+09,-5.5e+08,7e+07,7e+07,0,1.69e+08,-2.072e+09,1.257e+09,1.257e+09,1.36e+08,1.393e+09,2.656e+09,5.2867e+10,3.742e+09,0.59882,0.2656,0.20076,0.0855,0.01787,2.15429,1.13086,3.78362,0.54399,0.40442,0.40199,2.01444,4.33225,0.87125,0.41001,5,0.04181,0.04473,1.01382,12.85203,14.85422
"44","2021_Q1",48.1539344262295,"Down",8.611e+09,-3.578e+09,5.033e+09,-2.695e+09,-2.589e+09,-1.06e+08,2.338e+09,22999999.9999999,-2.34e+08,-3.1e+08,7.6e+07,2.04e+08,5.3e+07,2.361e+09,2.361e+09,-8.87e+08,1.474e+09,1.474e+09,-1.8e+07,1.456e+09,1.456e+09,8.566e+09,6.795e+09,1.771e+09,5.492e+09,5.492e+09,3.266e+09,1.916e+09,1.916e+09,1.924e+10,1.0777e+10,2.0085e+10,3.7194e+10,1.0395e+10,1.7506e+10,6.49e+08,6.184e+09,6.8056e+10,8.7296e+10,1.1933e+10,1.1145e+10,7.88e+08,2.668e+09,2.183e+09,4.85e+08,1.4601e+10,4.0125e+10,1.1286e+10,1.833e+09,9.453e+09,5.1411e+10,6.6012e+10,1.9361e+10,1.76e+09,1.7601e+10,-5.2016e+10,6.6555e+10,-1.4601e+10,1.9299e+10,1.985e+09,2.1284e+10,8.7296e+10,1.474e+09,1.474e+09,4.3e+08,1.28e+08,3.8e+07,-2.8e+07,1.18e+08,1.592e+09,3.624e+09,-3.85e+08,3.3e+07,3.3e+07,-4.18e+08,-4.18e+08,8e+07,1.43e+08,7.9e+07,5.595e+09,-3.525e+09,-1.0783e+10,1.08e+08,1.33e+08,-2.5e+07,1.57e+08,-1.4043e+10,-4.824e+09,-4.824e+09,1.12e+08,-4.712e+09,2.768e+09,4.2793e+10,4.862e+09,0.58448,0.27151,0.16909,0.06841,0.01668,3.33929,1.31772,3.10148,0.49021,0.33853,0.33634,2.00209,4.4871,1.13043,0.81958,4,0.06609,0.06451,2.42102,12.36525,14.63944
"45","2021_Q2",52.4642857142857,"Up",9.02e+09,-3.505e+09,5.515e+09,-2.793e+09,-2.669e+09,-1.24e+08,2.722e+09,4.1e+07,-3.76e+08,-4.42e+08,6.6e+07,2.79e+08,1.38e+08,2.763e+09,2.763e+09,-5.08e+08,2.255e+09,2.255e+09,-1e+07,2.245e+09,2.245e+09,1.0355e+10,8.484e+09,1.871e+09,5.996e+09,5.996e+09,3.356e+09,2.225e+09,2.225e+09,2.1932e+10,1.0673e+10,8.06e+08,5.6582e+10,1.0584e+10,1.7618e+10,5.88e+08,6.494e+09,6.8061e+10,8.9993e+10,1.1673e+10,1.0929e+10,7.44e+08,4.813e+09,1.933e+09,2.88e+09,1.6486e+10,4.017e+10,1.1005e+10,2.447e+09,8.558e+09,5.1175e+10,6.7661e+10,1.939e+10,1.76e+09,1.763e+10,-5.1911e+10,6.7009e+10,-1.4133e+10,2.0355e+10,1.977e+09,2.2332e+10,8.9993e+10,2.255e+09,2.255e+09,3.66e+08,3.92e+08,5.8e+07,3.77e+08,-4.3e+07,-1.377e+09,1.636e+09,-2.05e+08,1.1e+07,1.1e+07,-2.16e+08,-2.16e+08,-2e+06,2e+06,1.7e+07,-2.81e+08,-1.81e+09,2.544e+09,7.9e+07,1.83e+08,-1.04e+08,-4.49e+08,3.64e+08,1.719e+09,1.719e+09,-1.8e+07,1.701e+09,3.088e+09,4.4983e+10,2.014e+09,0.61142,0.30177,0.24889,0.10053,0.02495,0.8971,1.33034,3.02978,0.49985,0.52124,0.51848,2.09427,4.72603,0.46761,0.42025,5,0.05177,0.02572,0.80624,11.21373,12.72153
"46","2021_Q3",54.15515625,"Up",1.0129e+10,-3.787e+09,6.342e+09,-3.326e+09,-3.017e+09,-3.09e+08,3.016e+09,6.02e+08,-7.09e+08,-7.8e+08,7.1e+07,4.02e+08,9.09e+08,3.618e+09,3.618e+09,-9.94e+08,2.624e+09,2.624e+09,1.7e+07,2.641e+09,2.641e+09,1.1267e+10,9.188e+09,2.079e+09,5.811e+09,5.811e+09,3.281e+09,2.122e+09,2.122e+09,2.2481e+10,1.0547e+10,1.9416e+10,3.775e+10,1.0675e+10,1.7693e+10,5.38e+08,6.553e+09,6.7713e+10,9.0194e+10,1.3095e+10,1.2124e+10,9.71e+08,2.204e+09,1.867e+09,3.37e+08,1.5299e+10,3.9804e+10,1.0836e+10,2.486e+09,8.35e+09,5.064e+10,6.5939e+10,1.9541e+10,1.76e+09,1.7781e+10,-5.1831e+10,6.7838e+10,-1.3299e+10,2.2249e+10,2.006e+09,2.4255e+10,9.0194e+10,2.624e+09,2.624e+09,3.83e+08,-57000000.0000001,9e+07,1.23e+08,-2.7e+08,9.39e+08,3.889e+09,-2.17e+08,1.7e+07,1.7e+07,-2.34e+08,-2.34e+08,1.756e+09,1.763e+09,2.4e+07,2.034e+09,-1.813e+09,-3.749e+09,1.59e+08,1.59e+08,1.49011611938477e-08,77000000.0000001,-5.326e+09,5.97e+08,597000000.000001,1e+08,6.97e+08,3.399e+09,4.2008e+10,5.115e+09,0.62612,0.29776,0.26074,0.10888,0.02928,1.93677,1.46944,2.71857,0.46575,0.61319,0.60993,2.35175,5.16578,1.1876,0.42094,7,0.05777,0.06634,0.68648,9.04413,10.19264
"47","2021_Q4",54.58578125,"Up",1.0042e+10,-3.977e+09,6.065e+09,-3.167e+09,-3.122e+09,-4.5e+07,2.898e+09,1.86e+08,-1.42e+08,-2.1e+08,6.8e+07,4.55e+08,-1.27e+08,3.084e+09,3.084e+09,-6.09e+08,2.475e+09,2.475e+09,-4e+06,2.471e+09,2.471e+09,1.3145e+10,1.1301e+10,1.844e+09,5.613e+09,5.613e+09,3.182e+09,2.3e+09,2.3e+09,2.424e+10,1.0058e+10,1.9181e+10,3.7127e+10,1.0449e+10,1.7455e+10,4.96e+08,6.49e+09,6.6366e+10,9.0606e+10,1.3676e+10,1.283e+10,8.46e+08,2.314e+09,1.866e+09,4.48e+08,1.599e+10,3.9394e+10,1.1089e+10,2.688e+09,8.401e+09,5.0483e+10,6.6473e+10,1.9689e+10,1.76e+09,1.7929e+10,-5.1754e+10,6.8494e+10,-1.425e+10,2.2179e+10,1.954e+09,2.4133e+10,9.0606e+10,2.475e+09,2.475e+09,3.62e+08,2.63e+08,8.8e+07,2.26e+08,-5.1e+07,6.06e+08,3.706e+09,-2.41e+08,3.7e+07,3.7e+07,-2.78e+08,-2.78e+08,1.85e+08,1.85e+08,4e+07,1.66e+08,-1.814e+09,1.6e+07,1.51e+08,1.51e+08,0,1.8e+07,-1.629e+09,2.243e+09,2.243e+09,-1.38e+08,2.105e+09,3.26e+09,4.1708e+10,4.234e+09,0.60396,0.28859,0.24607,0.10239,0.02727,1.71348,1.51595,2.75444,0.46032,0.57292,0.56975,2.32831,5.14236,0.98168,0.42059,7,0.0557,0.05504,0.73412,8.76166,9.85611
"48","2022_Q1",60.0164516129032,"Up",9.464e+09,-4.088e+09,5.376e+09,-3.704e+09,-3.336e+09,-3.68e+08,1.672e+09,1.288e+09,-9.4e+07,-1.65e+08,7.1e+07,3.02e+08,1.08e+09,2.96e+09,2.96e+09,-5.1e+08,2.45e+09,2.45e+09,-3.6e+07,2.414e+09,2.414e+09,1.2625e+10,9.684e+09,2.941e+09,3.512e+09,3.512e+09,3.414e+09,2.994e+09,2.994e+09,2.2545e+10,9.92e+09,1.8416e+10,4.3473e+10,1.4465e+10,1.9363e+10,7.85e+08,6.731e+09,7.1809e+10,9.4354e+10,1.5305e+10,1.4619e+10,6.86e+08,4.645e+09,3.307e+09,1.338e+09,1.995e+10,3.8116e+10,1.1428e+10,2.821e+09,8.607e+09,4.9544e+10,6.9494e+10,1.9876e+10,1.76e+09,1.8116e+10,-5.1641e+10,6.9094e+10,-1.433e+10,2.2999e+10,1.861e+09,2.486e+10,9.4354e+10,2.45e+09,2.45e+09,3.41e+08,-5.54e+08,1.01e+08,1.68e+08,-8.23e+08,1.157e+09,3.394e+09,-5.96e+08,4.3e+07,4.3e+07,-6.39e+08,-6.39e+08,-4.525e+09,2.3e+08,-3e+07,-4.684e+09,-1.815e+09,1.417e+09,2.02e+08,2.09e+08,-7000000.00000001,1e+06,-1.95e+08,-1.485e+09,-1.485e+09,-1.03e+08,-1.588e+09,2.013e+09,4.2761e+10,3.084e+09,0.56805,0.17667,0.25507,0.0971,0.02558,1.27755,1.13008,2.79541,0.4532,0.55712,0.55304,2.18417,5.30787,0.71175,0.41888,6,0.0535,0.03901,0.75186,14.97069,18.02392
"49","2022_Q2",63.0093548387097,"Up",1.0491e+10,-4.091e+09,6.4e+09,-2.995e+09,-2.967e+09,-2.8e+07,3.405e+09,5.3e+07,-1.04e+08,-1.82e+08,7.8e+07,2.62e+08,-1.05e+08,3.458e+09,3.458e+09,-6.65e+08,2.793e+09,2.793e+09,-1.2e+07,2.781e+09,2.781e+09,8.417e+09,7.681e+09,7.36e+08,6.58e+09,6.58e+09,3.741e+09,3.418e+09,3.418e+09,2.2156e+10,9.784e+09,1.8986e+10,4.3138e+10,1.4388e+10,1.9598e+10,7.54e+08,6.392e+09,7.1908e+10,9.4064e+10,1.4138e+10,1.3272e+10,8.66e+08,4.649e+09,3.61e+09,1.039e+09,1.8787e+10,3.7052e+10,1.1384e+10,3.132e+09,8.252e+09,4.8436e+10,6.7223e+10,2.0148e+10,1.76e+09,1.8388e+10,-5.1932e+10,6.9969e+10,-1.334e+10,2.4845e+10,1.996e+09,2.6841e+10,9.4064e+10,2.793e+09,2.793e+09,3.24e+08,-2.6e+07,8.7e+07,4.1e+07,-1.54e+08,-2.468e+09,6.23e+08,-2.01e+08,1.6e+07,1.6e+07,-2.17e+08,-2.17e+08,2.13e+08,2.18e+08,-3.54e+08,1.46e+08,-1.906e+09,7e+06,-9.7e+07,4.49e+08,-5.46e+08,-9.79e+08,-2.975e+09,-2.206e+09,-2.206e+09,1.73e+08,-2.033e+09,3.729e+09,4.1701e+10,1.725e+09,0.61005,0.32456,0.26508,0.10361,0.02956,0.62028,1.17933,2.50449,0.44333,0.6436,0.63975,2.42791,5.74983,0.39921,0.4411,5,0.05864,0.02158,0.68536,8.92572,9.77504
"50","2022_Q3",63.40475,"Up",1.1325e+10,-4.83e+09,6.495e+09,-4.154e+09,-3.203e+09,-9.51e+08,2.341e+09,-5.7e+07,-9.8e+07,-1.98e+08,1e+08,3.92e+08,-3.51e+08,2.284e+09,2.284e+09,-3.84e+08,1.9e+09,1.9e+09,5e+06,1.905e+09,1.905e+09,1.1619e+10,8.976e+09,2.643e+09,4.494e+09,4.494e+09,3.621e+09,3.407e+09,3.407e+09,2.3141e+10,9.462e+09,1.8375e+10,4.2191e+10,1.4271e+10,1.891e+10,7.07e+08,6.47e+09,7.0028e+10,9.3169e+10,1.5385e+10,1.4213e+10,1.172e+09,5.146e+09,4.358e+09,7.88e+08,2.0531e+10,3.6755e+10,1.108e+10,3.034e+09,8.046e+09,4.7835e+10,6.8366e+10,2.0341e+10,1.76e+09,1.8581e+10,-5.2505e+10,6.997e+10,-1.4801e+10,2.3005e+10,1.798e+09,2.4803e+10,9.3169e+10,1.9e+09,1.9e+09,3.22e+08,1.159e+09,1.02e+08,-1.68e+08,1.225e+09,5.42e+08,3.923e+09,-2.53e+08,1.7e+07,1.7e+07,-2.7e+08,-2.7e+08,-1e+06,0,-7.81e+08,-1.291e+09,-1.904e+09,1.433e+09,-4.61e+08,2.03e+08,-6.64e+08,-4.3e+07,-9.75e+08,1.657e+09,1.657e+09,-3.34e+08,1.323e+09,2.663e+09,4.1901e+10,3.336e+09,0.57351,0.20671,0.16821,0.07681,0.02045,1.75118,1.12712,2.75636,0.44973,0.43975,0.43723,2.61427,5.31048,0.77008,0.43952,5,0.04897,0.04289,0.99948,11.37139,12.9355
