"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","raw_materials","work_in_process","finished_goods","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","short_term_debt","short_term_borrowings","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_change_in_long_term_investment","decrease_in_long_term_investment","increase_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_short_term_debt_net","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"41","2020_Q2",138.465555555556,"Down",8.075e+09,-4.109e+09,3.966e+09,-2.305e+09,-1.768e+09,-5.37e+08,1.661e+09,-7.5e+07,1.586e+09,1.588e+09,-2.78e+08,1.31e+09,1.31e+09,-2e+06,1.308e+09,1.308e+09,4.477e+09,4.253e+09,2.24e+08,4.821e+09,4.821e+09,4.217e+09,1.214e+09,9.82e+08,2.021e+09,1.575e+09,9.71e+08,1.509e+10,9.165e+09,2.6e+10,-1.6835e+10,2.1957e+10,6.191e+09,1.3312e+10,1.605e+09,3.1122e+10,4.6212e+10,2.866e+09,2.207e+09,1.36e+08,5.23e+08,3.248e+09,3.248e+09,3.02e+09,3.02e+09,9.134e+09,1.9247e+10,7.622e+09,3.794e+09,3.828e+09,2.6869e+10,3.6003e+10,6.033e+09,9e+06,6.024e+09,-2.9817e+10,4.2345e+10,-8.414e+09,1.0147e+10,6.2e+07,1.0209e+10,4.6212e+10,1.31e+09,4.4e+08,1.85e+08,1.2e+08,2.9e+07,3.6e+07,-7.22e+08,-1.43e+08,-2.07e+08,1.2e+07,-3.84e+08,1.213e+09,-3.25e+08,7e+06,-3.32e+08,-3.32e+08,-1.11e+08,2.07e+08,-3.18e+08,17335775.4757985,-3.75e+08,-8.47e+08,2.207e+09,4.62e+08,1.745e+09,-1939731121.9335,-2.16e+08,1.49e+08,-3.65e+08,-3.6e+07,1.108e+09,1.946e+09,1.946e+09,-4.6e+07,1.9e+09,2.101e+09,2.2495e+10,1.332e+09,0.49115,0.2057,0.16198,0.12812,0.0283,1.01835,1.65207,3.52659,0.48678,2.26768,2.24936,13.99965,17.59189,2.30929,1.46845,5,0.05344,0.03303,0.64755,8.57592,10.84768
"42","2020_Q3",149.22078125,"Up",7.176e+09,-3.805e+09,3.371e+09,-2.018e+09,-1.594e+09,-4.24e+08,1.353e+09,-9e+07,1.263e+09,1.65e+09,-3.47e+08,1.303e+09,1.303e+09,3e+06,1.306e+09,1.306e+09,4.466e+09,4.219e+09,2.47e+08,4.459e+09,4.459e+09,4.168e+09,1.246e+09,9.9e+08,1.932e+09,1.013e+09,4.46e+08,1.4106e+10,9.089e+09,2.5943e+10,-1.6854e+10,2.1884e+10,6.033e+09,1.336e+10,1.651e+09,3.0973e+10,4.5079e+10,2.846e+09,1.975e+09,3.71e+08,5e+08,1.486e+09,1.486e+09,2.95e+09,2.95e+09,7.282e+09,1.9276e+10,7.606e+09,3.724e+09,3.882e+09,2.6882e+10,3.4164e+10,6.083e+09,9e+06,6.074e+09,-2.9699e+10,4.2759e+10,-8.286e+09,1.0857e+10,5.8e+07,1.0915e+10,4.5079e+10,1.303e+09,4.92e+08,-2.83e+08,5.2e+07,1.2e+07,-3.47e+08,3.93e+08,3.84e+08,9e+06,-2.81e+08,2.81e+08,1.905e+09,-3.7e+08,9e+06,-3.79e+08,-3.79e+08,4.53e+08,7.69e+08,-3.16e+08,7e+06,5.77e+08,-8.46e+08,-1.74e+09,-5.94e+08,-1.146e+09,-1.146e+09,8.6e+07,8.7e+07,-1e+06,-9e+06,-2.509e+09,-2.7e+07,-2.7e+07,-7000000.00000001,-3.4e+07,1.845e+09,2.0762e+10,2.215e+09,0.46976,0.18855,0.182,0.11965,0.02897,1.69602,1.93711,3.13,0.46057,2.26343,2.24824,12.43674,18.81629,3.83882,1.4662,6,0.05478,0.05639,0.64778,8.83252,12.04435
"43","2020_Q4",158.87859375,"Up",8.35e+09,-4.303e+09,4.047e+09,-2.138e+09,-1.677e+09,-4.61e+08,1.909e+09,-8.3e+07,1.826e+09,1.826e+09,-3.91e+08,1.434e+09,1.434e+09,-4e+06,1.43e+09,1.43e+09,4.561e+09,4.121e+09,4.4e+08,4.623e+09,4.623e+09,3.984e+09,1.224e+09,9.01e+08,1.859e+09,9.42e+08,4.26e+08,1.411e+10,9.216e+09,2.6452e+10,-1.7236e+10,2.2064e+10,5.926e+09,1.3535e+10,1.759e+09,3.128e+10,4.539e+10,3.149e+09,2.208e+09,2.2e+08,7.21e+08,1.169e+09,1.169e+09,3.092e+09,3.092e+09,7.41e+09,1.8429e+10,7.608e+09,3.679e+09,3.929e+09,2.6037e+10,3.3447e+10,6.125e+09,9e+06,6.116e+09,-2.957e+10,4.3285e+10,-7.96e+09,1.188e+10,6.3e+07,1.1943e+10,4.539e+10,1.434e+09,4.81e+08,-2.2e+07,4.4e+07,-9.8e+07,3.2e+07,5.87e+08,-1.28e+08,2.41e+08,2.21e+08,2.53e+08,2.48e+09,-3.55e+08,1.3e+07,-3.68e+08,-3.68e+08,-1.72e+08,2.63e+08,-4.35e+08,1e+06,-5.23e+08,-8.47e+08,-1.337e+09,-6e+06,-1.331e+09,-1.331e+09,8.9e+07,8.9e+07,0,-2e+06,-2.097e+09,-1.4e+08,-1.4e+08,4.2e+07,-9.8e+07,2.39e+09,1.9598e+10,3.013e+09,0.48467,0.22862,0.17126,0.11974,0.0315,2.10699,1.90418,2.80055,0.43177,2.4749,2.45536,14.45137,20.56075,5.21461,1.46591,6,0.05816,0.07696,0.59231,6.29163,7.8769
"44","2021_Q1",169.113606557377,"Up",8.583e+09,-4.388e+09,4.195e+09,-2.346e+09,-1.89e+09,-4.56e+08,1.849e+09,-1.18e+08,1.731e+09,1.731e+09,-3.21e+08,1.406e+09,1.406e+09,-1e+06,1.405e+09,1.405e+09,5.038e+09,4.634e+09,4.04e+08,4.705e+09,4.705e+09,4.239e+09,1.226e+09,9.32e+08,2.081e+09,1e+09,3.25e+08,1.4982e+10,9.421e+09,2.665e+10,-1.7229e+10,2.2941e+10,5.835e+09,1.3802e+10,2.44e+09,3.2362e+10,4.7344e+10,3.608e+09,2.561e+09,3e+08,7.47e+08,8.06e+08,8.06e+08,3.534e+09,3.534e+09,7.948e+09,1.7989e+10,8.476e+09,4.405e+09,4.071e+09,2.6465e+10,3.4413e+10,6.171e+09,9e+06,6.162e+09,-2.9404e+10,4.3821e+10,-7.721e+09,1.2867e+10,6.4e+07,1.2931e+10,4.7344e+10,1.406e+09,4.98e+08,-6e+06,4.6e+07,-1.08e+08,55999999.9999999,6.17e+08,5.2e+07,-1.34e+08,3e+08,3.99e+08,2.515e+09,-3.23e+08,9.9e+07,-4.22e+08,-4.22e+08,62000000.0000001,5.72e+08,-5.1e+08,2e+06,-2.59e+08,-8.48e+08,-1.005e+09,-5e+06,-1e+09,-1.005e+09,1.02e+08,1.04e+08,-1999999.99999999,-5.1e+07,-1.802e+09,4.54e+08,4.54e+08,5.9e+07,5.13e+08,2.347e+09,1.8795e+10,2.962e+09,0.48876,0.21543,0.1637,0.10865,0.02968,2.10819,1.885,2.66128,0.39699,2.42744,2.40582,14.82896,22.23048,5.11748,1.4651,7,0.05604,0.07368,0.60356,5.86153,7.44024
"45","2021_Q2",189.846666666667,"Up",8.851e+09,-4.525e+09,4.326e+09,-2.332e+09,-1.808e+09,-5.24e+08,1.994e+09,-4.9e+07,1.945e+09,1.945e+09,-3.19e+08,1.627e+09,1.627e+09,-3e+06,1.624e+09,1.624e+09,5.137e+09,4.636e+09,5.01e+08,4.817e+09,4.817e+09,4.458e+09,1.249e+09,9.94e+08,2.215e+09,9.33e+08,3.98e+08,1.5345e+10,9.24e+09,2.6705e+10,-1.7465e+10,2.2595e+10,5.697e+09,1.3654e+10,2.373e+09,3.1835e+10,4.718e+10,3.602e+09,2.67e+09,2.77e+08,6.55e+08,1.368e+09,1.368e+09,3.393e+09,3.393e+09,8.363e+09,1.6819e+10,8.17e+09,4.231e+09,3.939e+09,2.4989e+10,3.3352e+10,6.292e+09,9e+06,6.283e+09,-2.902e+10,4.4255e+10,-7.767e+09,1.376e+10,6.8e+07,1.3828e+10,4.718e+10,1.627e+09,4.6e+08,1.47e+08,1.31e+08,1.6e+07,0,-5.46e+08,-2.05e+08,-3.04e+08,1.55e+08,-1.92e+08,1.688e+09,-2.78e+08,3.2e+07,-3.1e+08,-3.1e+08,-1.1e+08,3.18e+08,-4.28e+08,1.9e+07,-3.69e+08,-8.58e+08,-4.44e+08,6e+06,-4.5e+08,-4.5e+08,6.2e+07,2.93e+08,-2.31e+08,-1.1e+07,-1.251e+09,6.8e+07,6.8e+07,-6.6e+07,2e+06,2.454e+09,1.8187e+10,1.949e+09,0.48876,0.22529,0.18348,0.11744,0.03442,1.20012,1.83487,2.41192,0.38548,2.79759,2.76991,15.2472,23.7037,3.35745,1.47804,7,0.06176,0.0485,0.52833,5.31785,6.54463
"46","2021_Q3",185.6628125,"Down",8.95e+09,-4.719e+09,4.231e+09,-2.26e+09,-1.746e+09,-5.14e+08,1.971e+09,-3.3e+07,1.938e+09,1.938e+09,-4.15e+08,1.525e+09,1.525e+09,-1e+06,1.524e+09,1.524e+09,5.5e+09,4.695e+09,8.05e+08,4.991e+09,4.991e+09,4.842e+09,1.342e+09,1.144e+09,2.356e+09,1.01e+09,3.77e+08,1.6343e+10,9.358e+09,2.7132e+10,-1.7774e+10,2.2606e+10,5.572e+09,1.3722e+10,2.44e+09,3.1964e+10,4.8307e+10,4.01e+09,2.931e+09,2.47e+08,8.32e+08,1.981e+09,1.981e+09,3.449e+09,3.449e+09,9.44e+09,1.6267e+10,8.084e+09,4.184e+09,3.9e+09,2.4351e+10,3.3791e+10,6.346e+09,9e+06,6.337e+09,-2.9236e+10,4.4824e+10,-7.486e+09,1.4448e+10,6.8e+07,1.4516e+10,4.8307e+10,1.525e+09,4.72e+08,1.35e+08,5.3e+07,7.5e+07,7e+06,-2.45e+08,-1.32e+08,-3.4e+08,2.56e+08,-2.9e+07,1.887e+09,-3.83e+08,1.1e+07,-3.94e+08,-3.94e+08,-2.92e+08,4.68e+08,-7.6e+08,1e+06,-6.74e+08,-8.58e+08,-1e+06,-2e+06,1e+06,0,-3.16e+08,1.87e+08,-5.03e+08,-8e+06,-1.183e+09,29999999.9999999,29999999.9999999,2.9e+07,5.9e+07,2.443e+09,1.8248e+10,2.23e+09,0.47274,0.22022,0.17028,0.10499,0.03155,1.46325,1.73125,2.32785,0.37775,2.62532,2.59935,15.41774,24.88889,3.84152,1.47804,7,0.05831,0.05459,0.56299,5.21817,6.46778
"47","2021_Q4",172.10109375,"Down",8.942e+09,-4.853e+09,4.089e+09,-2.301e+09,-1.819e+09,-4.82e+08,1.788e+09,-3.1e+07,1.757e+09,1.757e+09,-3.24e+08,1.437e+09,1.437e+09,-3e+06,1.434e+09,1.434e+09,5.733e+09,4.878e+09,8.55e+08,4.916e+09,4.916e+09,4.95e+09,1.436e+09,1.19e+09,2.324e+09,8.27e+08,3.26e+08,1.6426e+10,9.323e+09,2.7211e+10,-1.7888e+10,2.2529e+10,5.426e+09,1.3597e+10,2.666e+09,3.1852e+10,4.8278e+10,4.159e+09,2.862e+09,2.78e+08,1.019e+09,1.972e+09,1.972e+09,3.504e+09,3.504e+09,9.635e+09,1.6193e+10,7.92e+09,3.987e+09,3.933e+09,2.4113e+10,3.3748e+10,6.392e+09,9e+06,6.383e+09,-2.9673e+10,4.5361e+10,-7.62e+09,1.446e+10,7e+07,1.453e+10,4.8278e+10,1.437e+09,4.76e+08,-1.94e+08,4.3e+07,-2.46e+08,9e+06,1.55e+08,1.3e+07,-1.79e+08,-7.1e+07,3.92e+08,1.874e+09,-3.42e+08,1e+06,-3.43e+08,-3.43e+08,-4.5e+07,5.77e+08,-6.22e+08,-2e+06,-3.89e+08,-8.56e+08,0,0,0,0,-4.41e+08,8.6e+07,-5.27e+08,-2e+06,-1.299e+09,1.86e+08,1.86e+08,-3e+06,1.83e+08,2.264e+09,1.8165e+10,2.401e+09,0.45728,0.19996,0.16037,0.09869,0.0297,1.67434,1.70483,2.32264,0.37626,2.47412,2.44585,15.42788,24.94824,4.14251,1.47688,5,0.05638,0.05912,0.59693,5.49117,6.95302
"48","2022_Q1",154.982741935484,"Down",8.612e+09,-4.698e+09,3.914e+09,-2.298e+09,-1.824e+09,-4.74e+08,1.616e+09,-5.2e+07,1.564e+09,1.564e+09,-2.27e+08,1.34e+09,1.34e+09,-1e+06,1.339e+09,1.339e+09,4.765e+09,4.564e+09,2.01e+08,4.66e+09,4.66e+09,4.985e+09,1.577e+09,1.212e+09,2.196e+09,9.93e+08,3.39e+08,1.5403e+10,9.429e+09,2.7213e+10,-1.7784e+10,2.224e+10,5.288e+09,1.3486e+10,2.608e+09,3.1669e+10,4.7072e+10,4.274e+09,2.994e+09,2.6e+08,1.02e+09,1.307e+09,1.307e+09,3.454e+09,3.454e+09,9.035e+09,1.6056e+10,6.864e+09,2.87e+09,3.994e+09,2.292e+10,3.1955e+10,6.438e+09,9e+06,6.429e+09,-3.0463e+10,4.5821e+10,-6.75e+09,1.5046e+10,7.1e+07,1.5117e+10,4.7072e+10,1.34e+09,5.07e+08,45999999.9999999,4.7e+07,-11000000.0000001,1e+07,1.12e+08,2.02e+08,-8e+07,1.78e+08,-1.88e+08,2.005e+09,-5.49e+08,7e+06,-5.56e+08,-5.56e+08,6.51e+08,1.043e+09,-3.92e+08,1.3e+07,1.15e+08,-8.48e+08,-7e+08,-6e+06,-6.94e+08,-6.94e+08,-8.65e+08,7.3e+07,-9.38e+08,1e+06,-2.412e+09,-2.92e+08,-2.92e+08,-2.2e+07,-3.14e+08,2.123e+09,1.7363e+10,1.913e+09,0.45448,0.18765,0.15548,0.08858,0.02845,1.42868,1.70481,2.11385,0.36886,2.31021,2.28381,14.85852,25.95928,3.30055,1.46308,4,0.05559,0.04862,0.63331,5.93406,7.79579
"49","2022_Q2",142.296774193548,"Down",8.829e+09,-4.826e+09,4.003e+09,-2.362e+09,-1.882e+09,-4.8e+08,1.641e+09,-3.8e+07,1.603e+09,1.603e+09,-3.02e+08,1.303e+09,1.303e+09,-4e+06,1.299e+09,1.299e+09,3.359e+09,3.247e+09,1.12e+08,4.815e+09,4.815e+09,5.29e+09,1.669e+09,1.284e+09,2.337e+09,9.88e+08,4.27e+08,1.4452e+10,9.389e+09,2.7157e+10,-1.7768e+10,2.2014e+10,5.141e+09,1.3368e+10,2.64e+09,3.1403e+10,4.5855e+10,4.076e+09,3.164e+09,2.74e+08,6.38e+08,1.877e+09,1.877e+09,3.199e+09,3.199e+09,9.152e+09,1.4801e+10,6.898e+09,2.792e+09,4.106e+09,2.1699e+10,3.0851e+10,6.568e+09,9e+06,6.559e+09,-3.086e+10,4.6056e+10,-6.834e+09,1.493e+10,7.4e+07,1.5004e+10,4.5855e+10,1.303e+09,4.59e+08,8.7e+07,1.35e+08,-4.9e+07,1e+06,-8.38e+08,-1.89e+08,-3.19e+08,2.61e+08,-5.91e+08,1.011e+09,-3.68e+08,5.6e+07,-4.24e+08,-4.24e+08,9.2e+07,2.17e+08,-1.25e+08,18664015.323356,-2.63e+08,-8.52e+08,-5.84e+08,-5e+06,-5.79e+08,-5.79e+08,-6.09e+08,1.64e+08,-7.73e+08,-9e+06,-2.054e+09,-1.306e+09,-1.306e+09,-1.1e+07,-1.317e+09,2.1e+09,1.6678e+10,1.196e+09,0.45339,0.18586,0.14713,0.08658,0.02833,0.92071,1.57911,2.05619,0.36371,2.25952,2.24004,15.35745,25.96973,2.08036,1.482,5,0.05575,0.031,0.65589,6.34238,8.11639
"50","2022_Q3",135.006326530612,"Down",8.702e+09,-5.093e+09,3.609e+09,-3.499e+09,-3.023e+09,-4.76e+08,1.1e+08,-5e+07,6e+07,6e+07,2.3e+07,8.2e+07,8.2e+07,-4e+06,7.8e+07,7.8e+07,2.984e+09,2.722e+09,2.62e+08,4.914e+09,4.914e+09,5.645e+09,1.788e+09,1.411e+09,2.446e+09,9.71e+08,3.83e+08,1.4514e+10,9.319e+09,2.7013e+10,-1.7694e+10,2.1801e+10,4.993e+09,1.3064e+10,2.909e+09,3.112e+10,4.5634e+10,4.205e+09,3.273e+09,2.28e+08,7.04e+08,2.257e+09,2.257e+09,3.434e+09,3.434e+09,9.896e+09,1.4019e+10,7.903e+09,2.638e+09,5.265e+09,2.1922e+10,3.1818e+10,6.616e+09,9e+06,6.607e+09,-3.0781e+10,4.5269e+10,-7.362e+09,1.3742e+10,7.4e+07,1.3816e+10,4.5634e+10,8.2e+07,4.62e+08,-3.53e+08,4.7e+07,-4.02e+08,2e+06,9.36e+08,-2.68e+08,-5.18e+08,1.4e+08,1.582e+09,1.127e+09,-3.84e+08,0,-3.84e+08,-3.84e+08,-1.54e+08,2.39e+08,-3.93e+08,-1.3e+07,-5.51e+08,-8.48e+08,-2.5e+08,3.49e+08,-5.99e+08,-6e+08,6.3e+07,6.3e+07,0,-1.3e+07,-1.048e+09,-4.72e+08,-4.72e+08,-5.3e+07,-5.25e+08,5.72e+08,1.6276e+10,1.101e+09,0.41473,0.01264,0.00896,0.00565,0.00171,14.11538,1.46665,2.30298,0.35666,0.1366,0.1362,15.23993,24.06655,1.9282,1.48511,5,0.02437,0.02898,10.87179,23.23776,120.83636
