"","YQ","p","d","revenue","net_interest_income","total_interest_income","total_interest_expense","total_non_interest_income","other_non_interest_income","provision_for_loan_losses","net_revenue_after_provisions","total_non_interest_expense","commissions_fees_paid","other_operating_expenses","operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","preferred_dividends","net_income_common","cash_cash_equivalents_short_term_investments","interbank_assets","fed_funds_sold_repos","short_long_term_investments","trading_securities","investment_securities_available_for_sale","investment_securities_held_to_maturity","other_investments","net_loans","reserve_for_loan_losses","total_loans","net_fixed_assets","property_plant_equipment_net","goodwill","customer_acceptances_liabilities","other_assets","total_assets","total_deposits","interest_bearing_deposits","other_deposits","short_term_debt","securities_sold_under_repo","trading_account_liabilities","short_term_borrowings","long_term_debt","derivatives_hedging_liabilities","other_liabilities","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization","provision_for_loan_losses_2","non_cash_items","gain_on_sale_of_securities_loans","deferred_income_taxes","change_in_working_capital","trading_assets_liabilities","accrued_interest_payable","other_operating_assets_liabilities","net_cash_from_operating_activities","net_change_in_investments","decrease_in_investments","decrease_in_htm_investments","decrease_in_afs_investments","increase_in_investments","increase_in_htm_investments","increase_in_afs_investments","net_change_in_loans_interbank","net_change_in_customer_loans","net_change_in_interbank_assets","net_change_in_other_loans","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_short_term_debt_net","net_change_in_interbank_transfers","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_long_term_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","net_change_in_deposits","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","operating_margin","net_profit_margin","return_on_equity","return_on_assets","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","dividends_per_share","return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"26","2016_Q3",13.22171875,"Up",2.1286e+10,1.0118e+10,1.2574e+10,-2.456e+09,1.1168e+10,4.229e+09,-9.76e+08,2.031e+10,-1.3493e+10,-4.72e+08,-1.3021e+10,6.817e+09,6.817e+09,6.817e+09,-2.034e+09,4.783e+09,4.783e+09,4.783e+09,-3.61e+08,4.422e+09,1.71207e+11,2.13737e+11,2.13737e+11,6.50136e+11,1.75365e+11,3.0967e+11,1.02279e+11,6.2822e+10,8.91316e+11,-1.1837e+10,9.03153e+11,9.15e+09,9.15e+09,6.9744e+10,5.815e+10,1.19817e+11,2.186609e+12,1.216091e+12,7.79921e+11,4.3617e+11,2.85395e+11,1.78062e+11,7.4282e+10,3.3051e+10,2.29617e+11,4.7561e+10,1.40876e+11,1.91954e+12,2.522e+10,1.49554e+11,9.3623e+10,-1.328e+09,2.67069e+11,2.67069e+11,2.186609e+12,4.783e+09,1.355e+09,9.76e+08,6.583e+09,5.122e+09,1.337e+09,1.597e+09,8.142e+09,3.176e+09,-2.049e+09,1.5294e+10,-3.2069e+10,3.1331e+10,2.686e+10,4.471e+09,-6.34e+10,-5.2373e+10,-1.1027e+10,2.2835e+10,-3.902e+09,7.392e+09,1.9345e+10,1.18e+08,-9.116e+09,-8.79e+08,-1.2851e+10,2.17e+09,-1.0898e+10,-4.123e+09,-1.3646e+10,9.523e+09,-5.05e+08,8.78e+08,-1.17e+09,-1.3e+07,-1.5418e+10,-9.24e+09,-9.24e+09,8.37e+08,-8.403e+09,8.172e+09,5.15012e+11,0.32026,0.20774,0.01656,0.00202,7.18743,0.23553,0.43126,0.39985,2.07596,23.5868,0.08573,0.00242,0.19878,42.0711,50.43348
"27","2016_Q4",17.1763492063492,"Up",2.1635e+10,1.0201e+10,1.261e+10,-2.409e+09,1.1434e+10,4.086e+09,-8.5e+08,2.0785e+10,-1.3481e+10,-5.36e+08,-1.2945e+10,7.304e+09,7.304e+09,7.304e+09,-2.349e+09,4.955e+09,4.955e+09,4.955e+09,-5.03e+08,4.452e+09,1.43434e+11,2.1881e+11,2.1881e+11,6.79165e+11,1.87849e+11,3.22505e+11,1.12409e+11,5.6402e+10,8.93316e+11,-1.1692e+10,9.05008e+11,9.133e+09,9.133e+09,6.9744e+10,5.4116e+10,1.24428e+11,2.195314e+12,1.232895e+12,7.89881e+11,4.43014e+11,2.82082e+11,1.78195e+11,7.6998e+10,2.6889e+10,2.25136e+11,4.3484e+10,1.41634e+11,1.925231e+12,2.522e+10,1.48261e+11,9.8303e+10,-1.701e+09,2.70083e+11,2.70083e+11,2.195314e+12,4.955e+09,1.446e+09,8.5e+08,1.1127e+10,8.971e+09,2.031e+09,-1.7852e+10,-7.209e+09,5.35e+08,-4.24e+08,5.26e+08,-5.4893e+10,3.4622e+10,2.9034e+10,5.588e+09,-8.9515e+10,-7.3176e+10,-1.6339e+10,2.2984e+10,-4.621e+09,-5.073e+09,3.2678e+10,-6.01e+08,-3.251e+10,-1.178e+09,-1.0399e+10,-6.022e+09,1.33e+08,-4.51e+09,-1.3408e+10,8.898e+09,-1.399e+09,0,1.6804e+10,3.2e+07,3.86e+09,-2.8124e+10,-2.8124e+10,3.51e+08,-2.7773e+10,8.75e+09,5.07218e+11,0.3376,0.20578,0.01648,0.00203,7.12829,0.23105,0.43434,0.40471,2.11071,23.88878,0.11493,0.00256,0.2646,41.57531,49.80613
"28","2017_Q1",21.231935483871,"Up",1.999e+10,1.0292e+10,1.2865e+10,-2.573e+09,9.698e+09,3.674e+09,-7.74e+08,1.9216e+10,-1.3161e+10,-5.38e+08,-1.2623e+10,6.055e+09,6.055e+09,6.055e+09,-1.359e+09,4.696e+09,4.696e+09,4.696e+09,-3.61e+08,4.335e+09,1.47738e+11,1.98224e+11,1.98224e+11,6.63313e+11,1.80209e+11,3.1366e+11,1.17071e+11,5.2373e+10,8.95446e+11,-1.1237e+10,9.06683e+11,9.139e+09,9.139e+09,6.8969e+10,5.8759e+10,1.43192e+11,2.187702e+12,1.260934e+12,8.1077e+11,4.50164e+11,2.57266e+11,1.70291e+11,6.3031e+10,2.3944e+10,2.16823e+11,3.948e+10,1.46359e+11,1.920862e+12,2.522e+10,1.47038e+11,1.0187e+11,-7.288e+09,2.6684e+11,2.6684e+11,2.187702e+12,4.696e+09,1.48e+09,7.74e+08,1.1242e+10,1.0308e+10,7.69e+08,-2.6603e+10,-9.934e+09,4.81e+09,-1.2526e+10,-8.411e+09,-1.9479e+10,2.5214e+10,1.9364e+10,5.85e+09,-4.4693e+10,-3.2524e+10,-1.2169e+10,1.9338e+10,-1.3362e+10,2.0586e+10,1.2114e+10,-3.01e+08,-1.43e+08,-1.163e+09,-1.0384e+10,-2.945e+09,-7.904e+09,4.65e+08,-1.0391e+10,1.0856e+10,-1.33e+09,-2.98023223876953e-08,2.8039e+10,5e+07,1.5212e+10,6.658e+09,6.658e+09,-2.354e+09,4.304e+09,7.535e+09,4.74089e+11,0.3029,0.21686,0.01625,0.00198,7.19855,0.21671,0.42115,0.3947,1.94207,23.47384,0.11299,0.00251,0.26828,43.31135,53.89777
"29","2017_Q2",20.9234920634921,"Down",2.2248e+10,1.1058e+10,1.371e+10,-2.652e+09,1.119e+10,3.891e+09,-8.35e+08,2.1413e+10,-1.4848e+10,-4.56e+08,-1.4392e+10,6.565e+09,6.565e+09,6.565e+09,-1.709e+09,4.856e+09,4.856e+09,4.856e+09,-5.02e+08,4.354e+09,1.68025e+11,2.10733e+11,2.10733e+11,6.89134e+11,2.09044e+11,3.12012e+11,1.16033e+11,5.2045e+10,8.9513e+11,-1.1112e+10,9.06242e+11,9.319e+09,9.319e+09,6.8969e+10,5.9534e+10,1.44091e+11,2.247701e+12,1.272141e+12,8.21946e+11,4.50195e+11,3.07543e+11,1.86098e+11,7.7283e+10,4.4162e+10,2.21385e+11,3.6428e+10,1.42051e+11,1.979548e+12,2.522e+10,1.44782e+11,1.05467e+11,-7.316e+09,2.68153e+11,2.68153e+11,2.247701e+12,4.856e+09,1.078e+09,8.35e+08,9.651e+09,7.476e+09,1.109e+09,-2.9266e+10,-1.6463e+10,-4.518e+09,5.024e+09,-1.2846e+10,-2.1448e+10,2.7889e+10,2.4015e+10,3.874e+09,-4.9337e+10,-4.4198e+10,-5.139e+09,8.676e+09,-1.811e+09,-1.2509e+10,2.2996e+10,-1.247e+09,-1.4019e+10,-1.255e+09,3.9699e+10,2.0131e+10,1.5807e+10,3.761e+09,-1.3617e+10,1.7378e+10,-2.728e+09,0,1.1207e+10,-5.84e+08,4.6339e+10,1.9474e+10,1.9474e+10,8.13e+08,2.0287e+10,7.643e+09,5.28928e+11,0.29508,0.1957,0.01624,0.00194,7.38216,0.23532,0.43111,0.39891,2.20287,24.05383,0.12426,0.0025,0.28824,47.22007,54.9738
"30","2017_Q3",21.861746031746,"Up",2.2829e+10,1.0986e+10,1.4146e+10,-3.16e+09,1.1843e+10,4.862e+09,-7.26e+08,2.2103e+10,-1.3227e+10,-4.85e+08,-1.2742e+10,8.876e+09,8.876e+09,8.876e+09,-3.289e+09,5.587e+09,5.587e+09,5.587e+09,-3.61e+08,5.226e+09,1.58704e+11,2.17201e+11,2.17201e+11,7.00228e+11,2.16369e+11,3.15509e+11,1.19008e+11,4.9342e+10,9.05791e+11,-1.0875e+10,9.16666e+11,8.904e+09,8.904e+09,6.8969e+10,5.9342e+10,1.3278e+11,2.254529e+12,1.26298e+12,8.21819e+11,4.41161e+11,3.10834e+11,1.96407e+11,7.7933e+10,3.6494e+10,2.23923e+11,3.488e+10,1.50925e+11,1.983542e+12,2.522e+10,1.42744e+11,1.09628e+11,-6.605e+09,2.70987e+11,2.70987e+11,2.254529e+12,5.587e+09,1.052e+09,7.26e+08,1.5582e+10,1.3477e+10,2.406e+09,-1.3441e+10,-7.849e+09,8.968e+09,-9.766e+09,9.506e+09,-2.083e+10,2.7247e+10,2.3477e+10,3.77e+09,-4.8077e+10,-4.299e+10,-5.087e+09,415000000.000001,-1.2947e+10,-6.468e+09,1.983e+10,1.0509e+10,-9.906e+09,-1.148e+09,2.971e+09,-7.727e+09,1.0476e+10,2.22e+08,-1.6033e+10,1.6255e+10,-2.236e+09,0,-9.161e+09,1999999.99999976,-9571999999.99999,-9.972e+09,-9.972e+09,6.51e+08,-9.321e+09,9.928e+09,5.34757e+11,0.3888,0.22892,0.01929,0.00232,7.31969,0.23719,0.5219,0.4829,2.27982,24.54356,0.11465,0.00283,0.21967,37.87802,42.3674
"31","2017_Q4",24.952380952381,"Up",2.1839e+10,1.1161e+10,1.4657e+10,-3.496e+09,1.0678e+10,3.927e+09,-8.34e+08,2.1005e+10,-1.3394e+10,-4.76e+08,-1.2918e+10,7.611e+09,7.611e+09,7.611e+09,-2.187e+09,5.424e+09,5.424e+09,5.424e+09,-4.65e+08,4.959e+09,1.72381e+11,2.17214e+11,2.17214e+11,6.97405e+11,2.10319e+11,3.16864e+11,1.22345e+11,4.7877e+10,9.16424e+11,-1.0693e+10,9.27117e+11,8.971e+09,8.971e+09,6.8968e+10,5.5855e+10,1.44219e+11,2.283896e+12,1.284417e+12,8.4043e+11,4.43987e+11,3.08903e+11,1.8979e+11,8.6434e+10,3.2679e+10,2.28666e+11,3.1781e+10,1.5767e+11,2.011437e+12,2.2323e+10,1.42818e+11,1.13486e+11,-6.168e+09,2.72459e+11,2.72459e+11,2.283896e+12,5.424e+09,1.105e+09,8.34e+08,8.326e+09,6.253e+09,1.616e+09,4.615e+09,1.1759e+10,6.751e+09,-5.94e+08,2.0304e+10,-2.6297e+10,2.8686e+10,2.4136e+10,4.55e+09,-5.4983e+10,-4.7727e+10,-7.256e+09,1.1225e+10,-1.4896e+10,-1.3e+07,2.6134e+10,-6.27e+08,-1.5699e+10,-1.721e+09,-8.05e+09,-3.821e+09,-6.296e+09,2.067e+09,-1.5002e+10,1.7069e+10,-2.981e+09,0,2.1437e+10,-2.7e+07,8.658e+09,1.3263e+10,1.3263e+10,4.14e+08,1.3677e+10,8.716e+09,5.37569e+11,0.3485,0.22707,0.0182,0.00217,7.38253,0.23537,0.48628,0.46236,2.14152,24.52821,0.16876,0.00292,0.34705,41.89858,47.98161
"32","2018_Q1",28.5490163934426,"Up",2.0436e+10,1.1462e+10,1.5066e+10,-3.604e+09,8.974e+09,2.881e+09,-1.001e+09,1.9435e+10,-1.3274e+10,-4.71e+08,-1.2803e+10,6.161e+09,6.161e+09,6.161e+09,-3.796e+09,2.365e+09,2.365e+09,2.365e+09,-2.86e+08,2.079e+09,1.57434e+11,2.12747e+11,2.12747e+11,6.98403e+11,2.09358e+11,3.15117e+11,1.25013e+11,4.8915e+10,9.26356e+11,-1.0393e+10,9.36749e+11,9.247e+09,9.247e+09,6.8951e+10,6.1623e+10,1.46473e+11,2.281234e+12,1.309545e+12,8.64871e+11,4.44674e+11,2.90718e+11,1.76865e+11,8.1187e+10,3.2666e+10,2.27402e+11,3.43e+10,1.52123e+11,2.014088e+12,2.2323e+10,1.38089e+11,1.13816e+11,-7.082e+09,2.67146e+11,2.67146e+11,2.281234e+12,2.365e+09,1.119e+09,1.001e+09,1.6558e+10,1.3087e+10,3.044e+09,-2.8143e+10,-2.11e+09,-6.528e+09,-7.403e+09,-7.1e+09,-1.4253e+10,2.6705e+10,2.2246e+10,4.459e+09,-4.0958e+10,-3.206e+10,-8.898e+09,2.56e+09,-1.145e+10,4.467e+09,9.543e+09,-2.24e+08,-1.1917e+10,-1.576e+09,-1.5052e+10,-44999999.999999,-1.2963e+10,-2.044e+09,-4.828e+09,2.784e+09,-4.869e+09,-1.19209289550781e-07,2.5128e+10,2.12e+08,3.843e+09,-1.5174e+10,-1.5174e+10,2.27e+08,-1.4947e+10,7.28e+09,5.1812e+11,0.30148,0.10173,0.00778,0.00091,7.53928,0.22712,0.19854,0.19519,1.95156,23.37964,0.1505,0.0016,0.75806,49.54478,58.54342
"33","2018_Q2",27.22265625,"Down",2.3125e+10,1.1608e+10,1.5599e+10,-3.991e+09,1.1517e+10,3.801e+09,-8.34e+08,2.2291e+10,-1.3897e+10,-3.81e+08,-1.3516e+10,8.394e+09,8.394e+09,8.394e+09,-1.476e+09,6.918e+09,6.918e+09,6.918e+09,-4.28e+08,6.49e+09,2.04241e+11,2.4463e+11,2.4463e+11,6.81252e+11,1.98477e+11,3.03298e+11,1.23539e+11,5.5938e+10,9.23818e+11,-1.026e+10,9.34078e+11,9.399e+09,9.399e+09,6.8951e+10,5.8127e+10,1.3806e+11,2.328478e+12,1.328664e+12,8.80187e+11,4.48477e+11,3.16819e+11,1.78528e+11,1.00218e+11,3.8073e+10,2.32256e+11,3.39e+10,1.50615e+11,2.062254e+12,2.4672e+10,1.33532e+11,1.20298e+11,-1.2278e+10,2.66224e+11,2.66224e+11,2.328478e+12,6.918e+09,9.86e+08,8.34e+08,1.1093e+10,9.874e+09,8.04e+08,2.0523e+10,1.5807e+10,-8.14e+08,1.1275e+10,4.0354e+10,9.271e+09,2.2816e+10,1.9052e+10,3.764e+09,-1.3545e+10,-1.4176e+10,6.31e+08,-3.1315e+10,-1.19e+09,-3.1883e+10,1.758e+09,-8.05e+08,-2.2849e+10,-1.674e+09,1.439e+10,5.407e+09,1.626e+09,7.357e+09,-1.3577e+10,2.0934e+10,-2.509e+09,2.349e+09,1.9119e+10,-7.24e+08,2.8602e+10,4.6107e+10,4.6107e+10,7e+08,4.6807e+10,9.38e+09,5.49075e+11,0.36298,0.28065,0.02438,0.00279,7.74631,0.23581,0.62873,0.61971,2.24027,23.40076,0.16217,0.00351,0.25794,36.76269,41.08101
"34","2018_Q3",27.9019047619048,"Up",2.2609e+10,1.165e+10,1.6369e+10,-4.719e+09,1.0959e+10,3.764e+09,-8.27e+08,2.1782e+10,-1.3284e+10,-3.99e+08,-1.2885e+10,8.498e+09,8.498e+09,8.498e+09,-1.714e+09,6.784e+09,6.784e+09,6.784e+09,-3.18e+08,6.466e+09,1.71199e+11,2.26486e+11,2.26486e+11,6.95111e+11,2.0342e+11,2.75256e+11,1.63013e+11,5.3422e+10,9.25774e+11,-1.005e+10,9.35824e+11,9.537e+09,9.537e+09,6.8951e+10,5.7813e+10,1.36799e+11,2.29167e+12,1.309691e+12,8.74449e+11,4.35242e+11,3.05553e+11,1.77903e+11,8.7028e+10,4.0622e+10,2.26595e+11,3.3605e+10,1.5201e+11,2.027454e+12,2.3181e+10,1.28822e+11,1.25546e+11,-1.3333e+10,2.64216e+11,2.64216e+11,2.29167e+12,6.784e+09,9.47e+08,8.27e+08,8.809e+09,7.369e+09,9.78e+08,-2.3885e+10,-1.7102e+10,1.213e+09,-2.032e+09,-6.518e+09,-1.4608e+10,2.2778e+10,1.8722e+10,4.056e+09,-3.7386e+10,-1.7586e+10,-1.98e+10,1.7531e+10,-4.565e+09,1.8144e+10,3.952e+09,-9.43e+08,1.98e+09,-4.384e+09,-276000000.000004,2.549e+09,-6.3e+08,-2.195e+09,-2.3687e+10,2.1492e+10,-3.643e+09,1.322e+09,-1.8973e+10,1.91e+08,-2.7085e+10,-3.1623e+10,-3.1623e+10,-1.419e+09,-3.3042e+10,9.445e+09,5.32148e+11,0.37587,0.28599,0.02447,0.00282,7.67347,0.23221,0.63506,0.62719,2.22055,23.67336,0.43058,0.00473,0.67801,38.21588,42.47458
"35","2018_Q4",24.9763492063492,"Down",2.2777e+10,1.187e+10,1.6965e+10,-5.095e+09,1.0907e+10,4.316e+09,-7.16e+08,2.2061e+10,-1.3067e+10,-4.39e+08,-1.2628e+10,8.994e+09,8.994e+09,8.994e+09,-1.827e+09,7.167e+09,7.167e+09,7.167e+09,-4.66e+08,6.701e+09,1.84858e+11,2.48237e+11,2.48237e+11,7.18707e+11,2.19118e+11,2.51635e+11,1.94472e+11,5.3482e+10,9.20067e+11,-9.734e+09,9.29801e+11,9.68e+09,9.68e+09,6.8951e+10,5.6962e+10,1.31371e+11,2.338833e+12,1.345649e+12,9.179e+11,4.27749e+11,2.90599e+11,1.716e+11,8.9964e+10,2.9035e+10,2.341e+11,3.6189e+10,1.70138e+11,2.076675e+12,2.2326e+10,1.23921e+11,1.30747e+11,-1.4836e+10,2.62158e+11,2.62158e+11,2.338833e+12,7.167e+09,1.017e+09,7.16e+08,7.411e+09,5.902e+09,1.063e+09,3.295e+09,-1.2052e+10,1.7867e+10,2.601e+09,1.9606e+10,-1.1489e+10,2.443e+10,1.8684e+10,5.746e+09,-3.5919e+10,-2.3161e+10,-1.2758e+10,-1.4791e+10,-6.77e+08,-2.1751e+10,7.637e+09,-2e+06,-2.6282e+10,-3.604e+09,-7.002e+09,-1.1587e+10,-6.309e+09,1.0894e+10,-7.553e+09,1.8447e+10,-4.196e+09,8.44e+08,3.5958e+10,-1.11e+08,2.1045e+10,1.4369e+10,1.4369e+10,-7.1e+08,1.3659e+10,1.0011e+10,5.24699e+11,0.39487,0.2942,0.02556,0.00287,7.92146,0.22434,0.66799,0.65885,2.27053,23.90765,0.35926,0.00441,0.53783,33.94676,37.7853
"36","2019_Q1",26.1798360655738,"Up",2.2509e+10,1.3034e+10,1.7836e+10,-4.802e+09,9.475e+09,-2.101e+09,-9.05e+08,2.1604e+10,-1.2906e+10,-4.8e+08,-1.2426e+10,8.698e+09,8.698e+09,8.698e+09,-1.42e+09,7.278e+09,7.278e+09,7.278e+09,-2.39e+08,7.039e+09,1.77404e+11,2.61131e+11,2.61131e+11,7.0732e+11,2.14348e+11,2.38101e+11,2.03652e+11,5.1219e+10,9.37294e+11,-9.601e+09,9.46895e+11,9.906e+09,9.906e+09,6.8951e+10,6.5814e+10,1.26687e+11,2.354507e+12,1.381476e+12,9.54829e+11,4.26647e+11,2.75397e+11,1.86988e+11,6.822e+10,2.0189e+10,2.2934e+11,3.7891e+10,1.65078e+11,2.089182e+12,2.2326e+10,1.18896e+11,1.36314e+11,-1.2211e+10,2.65325e+11,2.65325e+11,2.354507e+12,7.278e+09,9.37e+08,9.05e+08,6.275e+09,5.673e+09,1.96e+08,-2.9317e+10,-1.0326e+10,-5.256e+09,-2.494e+09,-1.3922e+10,1.0284e+10,3.2395e+10,-3.7669e+10,7.0064e+10,-2.2111e+10,1.8943e+10,-4.1054e+10,-3.4365e+10,-2.486e+10,-1.2894e+10,3.389e+09,-2.36e+08,-2.4317e+10,-1.745e+09,1.712e+09,-8.847e+09,1.5383e+10,-4.824e+09,-8.229e+09,3.405e+09,-5.231e+09,0,3.5827e+10,-7000000.00000006,3.0556e+10,-7682999999.99999,-7682999999.99999,2.29e+08,-7454000000.00001,9.635e+09,5.04737e+11,0.38642,0.31272,0.02653,0.00299,7.87405,0.21437,0.7146,0.70427,2.28511,24.6692,0.17715,0.00373,0.2479,33.97333,37.63313
"37","2019_Q2",26.8404761904762,"Up",2.3004e+10,1.2375e+10,1.817e+10,-5.795e+09,1.0629e+10,8.291e+09,-1.013e+09,2.1991e+10,-1.3224e+10,-3.6e+08,-1.2864e+10,8.767e+09,8.767e+09,8.767e+09,-1.456e+09,7.311e+09,7.311e+09,7.311e+09,-4.42e+08,6.869e+09,1.71623e+11,2.67017e+11,2.67017e+11,7.31607e+11,2.39062e+11,2.41956e+11,1.98718e+11,5.1871e+10,9.36038e+11,-9.577e+09,9.45615e+11,1.0251e+10,1.0251e+10,6.8951e+10,5.3496e+10,1.38181e+11,2.377164e+12,1.379337e+12,9.71921e+11,4.07416e+11,2.86869e+11,1.88451e+11,8.441e+10,1.4008e+10,2.33929e+11,3.6338e+10,1.73681e+11,2.110154e+12,2.2326e+10,1.12838e+11,1.41888e+11,-1.0042e+10,2.6701e+11,2.6701e+11,2.377164e+12,7.311e+09,7.8e+08,1.013e+09,9.109e+09,7.842e+09,7.63e+08,-3.112e+09,-6.543e+09,-3.46e+08,7.343e+09,1.5101e+10,-2.9243e+10,2.4187e+10,1.8903e+10,5283999999.99998,-5.343e+10,-5.1028e+10,-2.402e+09,2.5143e+10,-1.999e+09,-5.886e+09,3.3028e+10,-6.67e+08,-4.767e+09,-1.926e+09,-4.294e+09,-6.181e+09,1.463e+09,4.24e+08,-1.4292e+10,1.4716e+10,-6.263e+09,0,-2.139e+09,-8.86e+08,-1.5508e+10,-5.174e+09,-5.174e+09,-6.07e+08,-5.781e+09,9.547e+09,5.20798e+11,0.38111,0.2986,0.02573,0.00289,7.9029,0.21908,0.70626,0.70183,2.36523,25.15798,0.19803,0.0037,0.28039,36.57432,39.82833
"38","2019_Q3",26.9165625,"Up",2.3084e+10,1.2189e+10,1.8224e+10,-6.035e+09,1.0895e+10,-7.478e+09,-8.57e+08,2.2227e+10,-1.3268e+10,-4.09e+08,-1.2859e+10,8.959e+09,8.959e+09,8.959e+09,-1.611e+09,7.348e+09,7.348e+09,7.348e+09,-2.39e+08,7.109e+09,1.71394e+11,2.48077e+11,2.48077e+11,7.51666e+11,2.51987e+11,2.46094e+11,1.99981e+11,5.3604e+10,9.54273e+11,-9.527e+09,9.638e+11,1.0426e+10,1.0426e+10,6.8951e+10,5.3329e+10,1.37776e+11,2.395892e+12,1.375093e+12,9.68662e+11,4.06431e+11,3.04342e+11,1.94948e+11,8.215e+10,2.7244e+10,2.38011e+11,3.838e+10,1.68658e+11,2.124484e+12,2.4689e+10,1.06619e+11,1.47577e+11,-7.477e+09,2.71408e+11,2.71408e+11,2.395892e+12,7.348e+09,8.82e+08,8.57e+08,7.337e+09,6.125e+09,7.31e+08,-2.3149e+10,-1.1191e+10,-5.517e+09,-8.17e+08,-6725000000.00001,-1.4015e+10,2.692e+10,1.9283e+10,7.637e+09,-4.0935e+10,-3.2676e+10,-8.259e+09,1.2224e+10,-2.0656e+10,1.894e+10,1.394e+10,-6.6e+08,-2.451e+09,-1.696e+09,1.7954e+10,1.3236e+10,6.497e+09,-1.779e+09,-1.9556e+10,1.7777e+10,-4.144e+09,2.363e+09,-4.244e+09,5.3e+07,7.923e+09,-1.253e+09,-1.253e+09,1.024e+09,-229000000.000001,9.841e+09,5.42353e+11,0.3881,0.30796,0.02619,0.00297,7.82764,0.22637,0.74658,0.74381,2.42426,25.91015,0.17811,0.00368,0.23857,37.69525,41.4063
"39","2019_Q4",30.44,"Up",2.2807e+10,1.2187e+10,1.7916e+10,-5.729e+09,1.062e+10,6.836e+09,-7.79e+08,2.2028e+10,-1.5169e+10,-3.86e+08,-1.4783e+10,6.859e+09,6.859e+09,6.859e+09,-1.082e+09,5.777e+09,5.777e+09,5.777e+09,-5.05e+08,5.272e+09,1.57094e+11,2.71595e+11,2.71595e+11,7.60958e+11,2.63684e+11,2.54342e+11,1.90252e+11,5.268e+10,9.63477e+11,-9.433e+09,9.7291e+11,1.0493e+10,1.0493e+10,6.8951e+10,5.256e+10,1.41202e+11,2.42633e+12,1.392836e+12,9.85319e+11,4.07517e+11,3.11391e+11,2.02067e+11,7.8642e+10,3.0682e+10,2.43405e+11,3.8025e+10,1.72286e+11,2.157943e+12,2.3606e+10,9.9215e+10,1.51183e+11,-5.617e+09,2.68387e+11,2.68387e+11,2.42633e+12,5.777e+09,1.047e+09,7.79e+08,8.144e+09,5.267e+09,2.95e+08,-2.1449e+10,-1.2807e+10,1.81e+09,-9.1e+08,-5.702e+09,3.412e+09,2.9593e+10,1.9682e+10,9.911e+09,-2.6181e+10,-2.6954e+10,7.73e+08,-3.2684e+10,-1.1784e+10,-2.3518e+10,2.618e+09,-8.61e+08,-3.0133e+10,-2.827e+09,1.4219e+10,3.438e+09,7.119e+09,3.662e+09,-8.994e+09,1.2656e+10,-6.346e+09,1.28e+09,1.7743e+10,3.9e+07,2.2828e+10,-1.3007e+10,-1.3007e+10,-1.293e+09,-1.43e+10,7.906e+09,5.54796e+11,0.30074,0.23116,0.01964,0.00217,8.04042,0.22866,0.56685,0.56371,2.45221,26.31884,0.30396,0.00334,0.53623,50.30382,57.9825
"40","2020_Q1",28.3874193548387,"Down",2.2349e+10,1.214e+10,1.6926e+10,-4.786e+09,1.0209e+10,1.689e+09,-9.41e+08,2.1408e+10,-1.3239e+10,-4.42e+08,-1.2797e+10,8.169e+09,8.169e+09,8.169e+09,-1.175e+09,6.994e+09,6.994e+09,6.994e+09,-2.46e+08,6.748e+09,1.6156e+11,2.74597e+11,2.74597e+11,7.49615e+11,2.29826e+11,2.56467e+11,2.1573e+11,4.7592e+10,9.7401e+11,-9.416e+09,9.83426e+11,1.0561e+10,1.0561e+10,6.8951e+10,5.5937e+10,1.38848e+11,2.434079e+12,1.434803e+12,1.017779e+12,4.17024e+11,2.72583e+11,1.65109e+11,8.327e+10,2.4204e+10,2.40856e+11,3.8229e+10,1.82798e+11,2.169269e+12,2.3401e+10,9.1723e+10,1.56319e+11,-6.633e+09,2.6481e+11,2.6481e+11,2.434079e+12,6.994e+09,1.086e+09,9.41e+08,1.1865e+10,1.074e+10,6.46e+08,3.8217e+10,3.8461e+10,2.0416e+10,-1.0518e+10,5.9103e+10,1.6226e+10,8.519e+10,2.1246e+10,6.3944e+10,-6.8964e+10,-4.2124e+10,-2.684e+10,-5.8719e+10,-1.2369e+10,-3.002e+09,-4.3348e+10,-7.86e+08,-4.3279e+10,-2.053e+09,-4.4128e+10,-6.489e+09,-3.6958e+10,-681000000.000001,-7.952e+09,7.271e+09,-7.748e+09,0,4.1967e+10,9.6e+07,-1.1866e+10,3.958e+09,3.958e+09,5.08e+08,4.466e+09,9.255e+09,5.13439e+11,0.36552,0.30194,0.02548,0.00277,8.19179,0.21094,0.74866,0.74362,2.47953,26.78334,0.22777,0.00362,0.30424,38.02042,43.07492
