"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","other_investment_income_loss","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","pensions","other_post_retirement_benefits","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_change_in_long_term_investment","decrease_in_long_term_investment","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_long_term_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"41","2020_Q2",153.710952380952,"Down",1.6908e+10,-1.6768e+10,1.4e+08,-1.545e+09,-8.73e+08,-6.72e+08,-1.405e+09,-1.52e+08,-2.62e+08,-2e+06,1.12e+08,-1.557e+09,5.4e+07,-1.503e+09,8.62e+08,-6.41e+08,-6.41e+08,-6.28e+08,-6.28e+08,1.5527e+10,1.5039e+10,4.88e+08,3.211e+09,3.211e+09,8.002e+10,1.2253e+10,1.2253e+10,1.11011e+11,1.2405e+10,1.124e+09,1.8535e+10,3.256e+09,8.057e+09,6.78e+08,6.544e+09,3.2064e+10,1.43075e+11,3.6446e+10,1.4963e+10,2.1483e+10,5.173e+09,5.2883e+10,9.4502e+10,3.3754e+10,2.4179e+10,2.0445e+10,1.5962e+10,4.483e+09,3.36e+08,3.398e+09,5.7933e+10,1.52435e+11,1.1656e+10,5.061e+09,6.595e+09,-5.4842e+10,4.9854e+10,-1.6333e+10,-9.665e+09,3.05e+08,-9.36e+09,1.43075e+11,-6.41e+08,5.56e+08,1.24e+08,5.5e+07,6.9e+07,-4.341e+09,-5.4e+07,-1.636e+09,-1.03e+09,-1.621e+09,-4.302e+09,-3.7e+08,-4.28e+08,-4.28e+08,2.27e+08,2.27e+08,-3.79e+08,1.1579e+10,1.1579e+10,-5.854e+09,1.7433e+10,2.1e+07,2.1e+07,-1.62e+08,1.028e+10,5.599e+09,5.599e+09,-4.7e+07,5.552e+09,-8.49e+08,3.8927e+10,-6.422e+09,0.00828,-0.0831,-0.03714,0.06709,-0.00439,10.22611,1.17469,-16.28579,0.27207,-1.10974,-1.10974,29.87807,-17.07899,-11.34829,2,0.00986,-0.11949,-27.56184,-16.6548
"42","2020_Q3",170.42859375,"Up",1.1807e+10,-1.2978e+10,-1.171e+09,-1.786e+09,-1.161e+09,-6.25e+08,-2.957e+09,-5.04e+08,-5.53e+08,-4.5e+07,9.4e+07,-3.461e+09,3.8e+07,-3.423e+09,1.028e+09,-2.395e+09,-2.395e+09,-2.376e+09,-2.376e+09,3.243e+10,1.9992e+10,1.2438e+10,2.793e+09,2.793e+09,8.3745e+10,1.1309e+10,1.1309e+10,1.30277e+11,1.2182e+10,1.066e+09,1.9347e+10,3.019e+09,8.064e+09,7.29e+08,7.535e+09,3.2595e+10,1.62872e+11,3.6193e+10,1.37e+10,2.2493e+10,2.922e+09,5.3367e+10,9.2482e+10,5.8457e+10,2.3315e+10,2.009e+10,1.5663e+10,4.427e+09,4.04e+08,2.821e+09,8.1772e+10,1.74254e+11,1.1709e+10,5.061e+09,6.648e+09,-5.4829e+10,4.7478e+10,-1.6025e+10,-1.1667e+10,2.85e+08,-1.1382e+10,1.62872e+11,-2.395e+09,5.47e+08,1.88e+08,6e+07,1.28e+08,-3.62e+09,1.97e+08,-3.283e+09,-2.151e+09,1.617e+09,-5.28e+09,-3.1e+08,-2.52e+08,-2.52e+08,3.16e+08,3.16e+08,-1.2307e+10,2.2458e+10,2.2458e+10,-2.411e+09,2.4869e+10,6e+06,6e+06,-2000000.00000003,2.2462e+10,4.875e+09,4.875e+09,3.6e+07,4.911e+09,-2.41e+09,6.1379e+10,-7.368e+09,-0.09918,-0.25044,-0.20124,0.20875,-0.01459,3.10101,1.40867,-15.30961,0.37685,-4.19566,-4.19566,20.84937,-20.60215,-13.01077,3,-0.03241,-0.1005,-12.01203,-9.78999
"43","2020_Q4",192.225,"Up",1.4139e+10,-1.3105e+10,1.034e+09,-1.529e+09,-9.55e+08,-5.74e+08,-4.95e+08,-5.38e+08,-6.43e+08,-1.4e+07,1.19e+08,-1.033e+09,1.08e+08,-9.25e+08,4.59e+08,-4.66e+08,-4.66e+08,-4.49e+08,-4.49e+08,2.7116e+10,1.0564e+10,1.6552e+10,2.762e+09,2.762e+09,8.6961e+10,1.4173e+10,1.4173e+10,1.31012e+11,1.1969e+10,1.052e+09,1.7228e+10,2.941e+09,8.071e+09,7.04e+08,5.512e+09,3.0249e+10,1.61261e+11,3.6699e+10,1.4479e+10,2.222e+10,3.634e+09,5.1974e+10,9.2307e+10,5.7325e+10,2.3182e+10,1.9772e+10,1.5343e+10,4.429e+09,5.03e+08,2.907e+09,8.0507e+10,1.72814e+11,1.1748e+10,5.061e+09,6.687e+09,-5.4819e+10,4.7029e+10,-1.5779e+10,-1.1821e+10,2.68e+08,-1.1553e+10,1.61261e+11,-4.66e+08,5.65e+08,8.94e+08,5e+07,8.44e+08,-5.812e+09,-1.8e+07,-4.734e+09,-1.22e+08,-9.38e+08,-4.819e+09,-8.3e+07,-8.3e+07,-8.3e+07,9.229e+09,9.229e+09,-4.137e+09,-4.67e+08,-4.67e+08,-5.27e+08,6e+07,4e+06,4e+06,-5e+06,-4.68e+08,-9.424e+09,-9.424e+09,3.7e+07,-9.387e+09,7e+07,6.0959e+10,-6.284e+09,0.07313,-0.03501,-0.03176,0.03886,-0.00278,13.99555,1.41931,-14.95837,0.37801,-0.79231,-0.79231,24.94971,-20.85936,-11.08876,1,-0.00619,-0.08657,483.47143,-68.3697
"44","2021_Q1",222.266557377049,"Up",1.5304e+10,-2.0992e+10,-5.688e+09,-2.433e+09,-1.828e+09,-6.05e+08,-8.121e+09,-5.06e+08,-6.98e+08,7e+07,1.22e+08,-8.627e+09,2e+06,-8.625e+09,1.86e+08,-8.439e+09,-8.439e+09,-8.42e+09,-8.42e+09,2.559e+10,7.752e+09,1.7838e+10,1.955e+09,1.955e+09,8.1715e+10,1.2382e+10,1.2382e+10,1.21642e+11,1.182e+10,1.016e+09,1.7658e+10,2.843e+09,8.081e+09,8.6e+07,6.648e+09,3.0494e+10,1.52136e+11,3.5099e+10,1.2928e+10,2.2171e+10,1.693e+09,5.0488e+10,8.728e+10,6.189e+10,2.1041e+10,1.4408e+10,1.4408e+10,4278206045.03027,1.01e+09,5.623e+09,8.2931e+10,1.70211e+11,1.2848e+10,5.061e+09,7.787e+09,-5.2641e+10,3.861e+10,-1.7133e+10,-1.8316e+10,2.41e+08,-1.8075e+10,1.52136e+11,-8.439e+09,5.78e+08,5.952e+09,8.5e+07,5.867e+09,-2.1e+09,7.84e+08,-1.349e+09,-2.06e+09,5.25e+08,-4.009e+09,-2.44e+08,-2.44e+08,-2.44e+08,1.0503e+10,1.0503e+10,-1.543e+09,2.68e+09,2.68e+09,-2.206e+09,4.886e+09,5e+06,5e+06,-4e+06,2.681e+09,-2.871e+09,-2.871e+09,5.9e+07,-2.812e+09,-7.543e+09,6.3583e+10,-1.0073e+10,-0.37167,-0.53065,-0.55018,0.46584,-0.05535,1.19632,1.3937,-9.41693,0.41794,-14.59019,-14.59019,26.5188,-31.738,-17.45451,2,-0.12652,-0.15136,-5.03686000000005,-4.67836
"45","2021_Q2",241.763333333333,"Up",1.5217e+10,-1.3808e+10,1.409e+09,-1.531e+09,-1.032e+09,-4.99e+08,-1.22e+08,-4.52e+08,-6.79e+08,3.7e+07,1.9e+08,-5.74e+08,2e+06,-5.72e+08,1.1e+07,-5.61e+08,-5.61e+08,-5.37e+08,-5.37e+08,2.192e+10,7.059e+09,1.4861e+10,2.356e+09,2.356e+09,8.2668e+10,1.3001e+10,1.3001e+10,1.19945e+11,1.1643e+10,9.8e+08,1.7467e+10,2.773e+09,8.074e+09,7.9e+07,6.541e+09,3.009e+10,1.50035e+11,3.2963e+10,1.241e+10,2.0553e+10,6.021e+09,5.0908e+10,8.9892e+10,5.7554e+10,2.043e+10,1.8045e+10,1.3968e+10,4.077e+09,9.08e+08,1.477e+09,7.7984e+10,1.67876e+11,1.3216e+10,5.061e+09,8.155e+09,-5.2395e+10,3.8073e+10,-1.6952e+10,-1.8058e+10,2.17e+08,-1.7841e+10,1.50035e+11,-5.61e+08,5.36e+08,6.41e+08,3.21e+08,3.2e+08,-4.003e+09,-3.94e+08,-6.8e+08,-8.19e+08,-2.11e+09,-3.387e+09,-2.89e+08,-2.89e+08,-2.89e+08,1.2738e+10,1.2738e+10,2.764e+09,-3.3e+07,-3.3e+07,-9.847e+09,9.814e+09,2.3e+07,2.3e+07,-3.8e+07,-4.8e+07,-6.71e+08,-6.71e+08,-1.8e+07,-6.89e+08,4.14e+08,6.3575e+10,-3.889e+09,0.09259,-0.00802,-0.03529,0.0301,-0.00358,7.24209,1.33432,-9.40956,0.42373,-0.91732,-0.91732,25.99419,-30.84728,-6.64332,3,-0.00812,-0.05878,100.61594,-341.43443
"46","2021_Q3",223.01890625,"Down",1.6998e+10,-1.4588e+10,2.41e+09,-1.537e+09,-1.04e+09,-4.97e+08,872999999.999999,-4.36e+08,-6.73e+08,3.8e+07,1.99e+08,4.37e+08,1.12e+08,549000000.000001,1.8e+07,566999999.999998,566999999.999998,5.87e+08,5.87e+08,2.1342e+10,8.271e+09,1.3071e+10,2.49e+09,2.49e+09,8.1799e+10,1.3464e+10,1.3464e+10,1.19095e+11,1.1341e+10,8.83e+08,1.7616e+10,2.702e+09,8.076e+09,8.4e+07,6.754e+09,2.984e+10,1.48935e+11,3.0952e+10,1.145e+10,1.9502e+10,6.534e+09,5.0738e+10,8.8224e+10,5.7025e+10,2.0171e+10,1.7536e+10,1.3519e+10,4.017e+09,1.064e+09,1.571e+09,7.7196e+10,1.6542e+11,1.3542e+10,5.061e+09,8.481e+09,-5.2223e+10,3.866e+10,-1.6661e+10,-1.6682e+10,1.97e+08,-1.6485e+10,1.48935e+11,566999999.999998,5.51e+08,4.03e+08,1.72e+08,2.31e+08,-2.004e+09,-1.29e+08,1.093e+09,-1.216e+09,-1.752e+09,-4.83e+08,-1.73e+08,-1.73e+08,-1.73e+08,1.2251e+10,1.2251e+10,1.659e+09,-2.3e+07,-2.3e+07,-3.5e+07,1.2e+07,6e+06,6e+06,-2000000.00000001,-1.9e+07,1.157e+09,1.157e+09,3999999.99999999,1.161e+09,1.424e+09,6.3559e+10,-7.71e+08,0.14178,0.0513599999999999,0.03453,-0.03561,0.00394,-1.31346,1.34992,-10.03458,0.42676,1.00273,1.00273,29.03656,-28.49675,-1.31705,4,0.00873,-0.01147,29.64677,48.35853
"47","2021_Q4",211.27546875,"Down",1.5278e+10,-1.3566e+10,1.712e+09,-1.672e+09,-1.097e+09,-5.75e+08,4e+07,-5.19e+08,-6.69e+08,1.2e+08,3e+07,-4.79e+08,1.69e+08,-3.1e+08,1.78e+08,-1.32e+08,-1.32e+08,-1.09e+08,-1.09e+08,1.9995e+10,9.764e+09,1.0231e+10,2.247e+09,2.247e+09,8.1897e+10,1.2749e+10,1.2749e+10,1.16888e+11,1.1113e+10,9.63e+08,1.7882e+10,2.631e+09,8.07e+09,7.4e+07,7.107e+09,2.9958e+10,1.46846e+11,2.9125e+10,1.0151e+10,1.8974e+10,5.377e+09,5.1269e+10,8.5771e+10,5.7042e+10,1.8299e+10,1.1435e+10,1.1435e+10,4254129672.04843,1.185e+09,5.679e+09,7.5341e+10,1.61112e+11,1.3857e+10,5.061e+09,8.796e+09,-5.203e+10,3.8551e+10,-1.4818e+10,-1.444e+10,1.74e+08,-1.4266e+10,1.46846e+11,-1.32e+08,5.23e+08,2.88e+08,1.84e+08,1.04e+08,-9.41e+08,2.43e+08,9.5e+07,-1.53e+09,2.51e+08,-2.62e+08,8.9e+07,8.9e+07,8.9e+07,1.0675e+10,1.0675e+10,2.966e+09,-1.171e+09,-1.171e+09,-1.167e+09,-4e+06,7e+06,7e+06,-7e+06,-1.171e+09,1.533e+09,1.533e+09,-2e+07,1.513e+09,5.63e+08,6.2419e+10,-4.67e+08,0.11206,0.00262,-0.00713,0.00764,-0.00074,4.2844,1.36279,-11.29342,0.42506,-0.1856,-0.1856,26.01396,-24.58709,-0.79516,3,-0.00164,-0.00703,75.35346,1060.6
"48","2022_Q1",200.721612903226,"Down",1.4793e+10,-1.7307e+10,-2.514e+09,-1.666e+09,-9.88e+08,-6.78e+08,-4.18e+09,-5.14e+08,-6.61e+08,1.5e+07,1.32e+08,-4.694e+09,-6e+06,-4.7e+09,5.36e+08,-4.164e+09,-4.164e+09,-4.143e+09,-4.143e+09,1.6244e+10,8.052e+09,8.192e+09,2.641e+09,2.641e+09,7.8823e+10,1.0958e+10,1.0958e+10,1.08666e+11,1.0918e+10,9.75e+08,1.7993e+10,2.562e+09,8.068e+09,7.7e+07,7.286e+09,2.9886e+10,1.38552e+11,2.7716e+10,9.261e+09,1.8455e+10,1.296e+09,5.298e+10,8.1992e+10,5.6806e+10,1.46e+10,9.104e+09,9.104e+09,4935389016.14528,2.18e+08,5.278e+09,7.1406e+10,1.53398e+11,1.4113e+10,5.061e+09,9.052e+09,-5.1861e+10,3.4408e+10,-1.1659e+10,-1.4999e+10,1.53e+08,-1.4846e+10,1.38552e+11,-4.164e+09,5.34e+08,4.015e+09,1.56e+08,3.859e+09,3.31e+08,-4.33e+08,-1.635e+09,-2.18e+08,2.617e+09,7.16e+08,-7.8e+07,-7.8e+07,-7.8e+07,9.825e+09,9.825e+09,1.935e+09,-4.349e+09,-4.349e+09,-4.322e+09,-2.7e+07,6e+06,6e+06,-1.9e+07,-4.362e+09,-1.711e+09,-1.711e+09,-5e+06,-1.716e+09,-3.646e+09,5.8102e+10,-3.929e+09,-0.16995,-0.28257,-0.28006,0.27907,-0.0299,0.94835,1.32532,-10.33261,0.41935,-6.99241,-6.99241,24.96709,-25.31477,-6.63122,4,-0.07161,-0.06791,-11.48053,-10.01388
"49","2022_Q2",147.515806451613,"Down",1.3991e+10,-1.3645e+10,3.46e+08,-1.496e+09,-8.63e+08,-6.33e+08,-1.15e+09,-4.69e+08,-6.3e+08,-2e+07,1.81e+08,-1.619e+09,1e+06,-1.618e+09,3.76e+08,-1.242e+09,-1.242e+09,-1.219e+09,-1.219e+09,1.2282e+10,7.409e+09,4.873e+09,2.407e+09,2.407e+09,7.9819e+10,1.1504e+10,1.1504e+10,1.06012e+11,1.0755e+10,9.92e+08,1.8042e+10,2.492e+09,8.065e+09,9.1e+07,7.394e+09,2.9789e+10,1.35801e+11,2.6643e+10,8.779e+09,1.7864e+10,2.591e+09,5.2458e+10,8.1692e+10,5.515e+10,1.4227e+10,8.719e+09,8.719e+09,6207778032.29056,1.58e+08,5.35e+09,6.9377e+10,1.51069e+11,1.4356e+10,5.061e+09,9.295e+09,-5.1573e+10,3.3189e+10,-1.137e+10,-1.5398e+10,1.3e+08,-1.5268e+10,1.35801e+11,-1.242e+09,4.86e+08,6.51e+08,2.03e+08,4.48e+08,-3.111e+09,2.37e+08,-1.203e+09,-3.69e+08,-1.776e+09,-3.216e+09,-3.41e+08,-3.41e+08,-3.41e+08,5.037e+09,5.037e+09,2.965e+09,-3.94e+08,-3.94e+08,-3.96e+08,2e+06,3e+07,3e+07,-3.2e+07,-3.96e+08,-6.47e+08,-6.47e+08,-3e+06,-6.5e+08,-6.64e+08,5.7741e+10,-4.492e+09,0.02473,-0.0822,-0.08713,0.07984,-0.00898,3.68499,1.2977,-9.89449,0.42519,-2.0655,-2.06505,23.70669,-26.09075,-7.61135,0,-0.0215,-0.07922,-68.46235,-39.52957
"50","2022_Q3",157.77,"Up",1.6681e+10,-1.4559e+10,2.122e+09,-1.366e+09,-6.68e+08,-6.98e+08,7.56e+08,-3.8e+08,-6.5e+08,1.7e+07,2.53e+08,3.76e+08,999999.999999993,376999999.999999,-2.17e+08,1.6e+08,1.6e+08,1.93e+08,1.93e+08,1.1448e+10,1.009e+10,1.358e+09,2.996e+09,2.996e+09,7.9917e+10,1.1639e+10,1.1639e+10,1.06e+11,1.0617e+10,9.81e+08,1.7881e+10,2.431e+09,8.055e+09,1.06e+08,7.289e+09,2.9479e+10,1.35479e+11,2.7327e+10,9.575e+09,1.7752e+10,5.406e+09,5.2066e+10,8.4799e+10,5.1794e+10,1.3677e+10,8.335e+09,8.335e+09,8218296720.48426,3.8e+07,5.304e+09,6.5471e+10,1.5027e+11,1.4536e+10,5.061e+09,9.475e+09,-5.1319e+10,3.3382e+10,-1.1487e+10,-1.4888e+10,9.7e+07,-1.4791e+10,1.35479e+11,1.6e+08,4.98e+08,4.25e+08,1.49e+08,2.76e+08,-1.002e+09,-5.87e+08,-5.7e+07,7.64e+08,-1.122e+09,80999999.999999,-2.55e+08,-2.55e+08,-2.55e+08,4.259e+09,4.259e+09,3.266e+09,-6.04e+08,-6.04e+08,-6.17e+08,1.3e+07,4e+06,4e+06,-2e+06,-6.02e+08,2.745e+09,2.745e+09,-6.8e+07,2.677e+09,1.254e+09,5.72e+10,2.14e+08,0.12721,0.04532,0.01157,-0.0130500000000001,0.00142,1.10881,1.25001,-10.15956,0.42221,0.323610000000001,0.323610000000001,27.96948,-24.96311,0.358820000000001,4,0.00344000000000001,0.00382,36.48485,60.51852
