"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","selling_marketing","general_administrative","research_development","operating_income_loss","non_operating_income_loss","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","deferred_revenue_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_revenue_long_term","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_change_in_long_term_investment","decrease_in_long_term_investment","increase_in_long_term_investment","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"41","2020_Q2",177.669206349206,"Up",3.3055e+10,-1.0406e+10,2.2649e+10,-9.963e+09,-5.398e+09,-4.337e+09,-1.061e+09,-4.565e+09,1.2686e+10,0,0,1.2686e+10,1.2686e+10,-2.008e+09,1.0678e+10,1.0678e+10,1.0678e+10,1.0678e+10,1.36636e+11,1.3117e+10,1.23519e+11,1.9087e+10,1.9087e+10,2.622e+09,7.551e+09,7.551e+09,1.65896e+11,3.8409e+10,2.684e+09,7.1966e+10,7.508e+09,4.2113e+10,2.2345e+10,1.13059e+11,2.78955e+11,1.325e+10,8.574e+09,4.676e+09,3.017e+09,4.1851e+10,2.9904e+10,8.507e+09,5.8118e+10,6.6478e+10,4.8298e+10,4.122e+09,2.34e+08,4.3942e+10,1.14776e+11,1.72894e+11,7.8882e+10,7.8882e+10,2.7179e+10,1.06061e+11,1.06061e+11,2.78955e+11,1.0678e+10,2.971e+09,-1.796e+09,1.262e+09,-1.77e+08,-2.881e+09,1.965e+09,1.009e+10,-5.61e+08,-5.47e+08,-7.017e+09,1.3818e+10,-3.385e+09,-3.385e+09,-3.385e+09,2.071e+09,2.5461e+10,-2.339e+10,-4.62e+08,0,-1.776e+09,-3.51e+09,-2.5e+09,-4.485e+09,4.27e+08,-4.912e+09,2.86e+08,-1.0209e+10,1.833e+09,1.833e+09,-7.2e+07,1.761e+09,1.5657e+10,6.9495e+10,1.6245e+10,0.68519,0.38378,0.32304,0.10068,0.03828,1.52135,2.85447,1.63014,0.24913,1.39874,1.38495,4.32997,13.89324,2.12798,0.45979,8,0.06338,0.07257,0.32871,-4.28824,-5.29253
"42","2020_Q3",206.1009375,"Up",3.6906e+10,-1.2358e+10,2.4548e+10,-1.0657e+10,-6.054e+09,-4.933e+09,-1.121e+09,-4.603e+09,1.3891e+10,1.94e+08,1.94e+08,1.4085e+10,1.4085e+10,-2.436e+09,1.1649e+10,1.1649e+10,1.1649e+10,1.1649e+10,1.34253e+11,8.864e+09,1.25389e+11,2.3525e+10,2.3525e+10,1.823e+09,7.473e+09,7.473e+09,1.67074e+11,4.0522e+10,2.755e+09,7.2443e+10,7.126e+09,4.2248e+10,2.3069e+10,1.1572e+11,2.82794e+11,1.4232e+10,8.811e+09,5.421e+09,6.247e+09,3.9161e+10,2.7343e+10,9.131e+09,5.964e+10,6.3361e+10,4.9684e+10,3.878e+09,2.22e+08,4.5584e+10,1.13045e+11,1.72685e+11,7.9625e+10,7.9625e+10,3.0484e+10,1.10109e+11,1.10109e+11,2.82794e+11,1.1649e+10,3.203e+09,3.976e+09,1.34e+09,-5.3e+07,2.689e+09,-8.148e+09,-4.203e+09,7.99e+08,-7000000.00000024,-4.737e+09,1.068e+10,-3.545e+09,-3.545e+09,-3.545e+09,-2.411e+09,1.66e+10,-1.9011e+10,-8e+07,0,-6.036e+09,-3.886e+09,-1.8e+07,-4.972e+09,2.34e+08,-5.206e+09,-39000000.0000001,-8.915e+09,-4.271e+09,-4.271e+09,1.8e+07,-4.253e+09,1.7094e+10,6.9608e+10,7.837e+09,0.66515,0.37639,0.31564,0.1058,0.04119,0.67276,2.80137,1.56831,0.24614,1.52834,1.51443,4.84204,14.44621,1.02821,0.50984,7,0.06772,0.03416,0.33359,-3.78174,-4.65373
"43","2020_Q4",211.53265625,"Up",3.5021e+10,-1.0975e+10,2.4046e+10,-1.1071e+10,-6.184e+09,-4.911e+09,-1.273e+09,-4.887e+09,1.2975e+10,-1.32e+08,-1.32e+08,1.2843e+10,1.2843e+10,-2.091e+09,1.0752e+10,1.0752e+10,1.0752e+10,1.0752e+10,1.37626e+11,1.171e+10,1.25916e+11,2.2699e+10,2.2699e+10,1.644e+09,8.536e+09,8.536e+09,1.70505e+11,4.1221e+10,2.66e+09,7.1063e+10,6.855e+09,4.2064e+10,2.2144e+10,1.14944e+11,2.85449e+11,1.55e+10,9.246e+09,6.254e+09,3.748e+09,3.9459e+10,2.7012e+10,9.151e+09,5.8707e+10,6.2862e+10,4.9379e+10,3.385e+09,1.85e+08,4.5809e+10,1.12241e+11,1.70948e+11,7.9813e+10,7.9813e+10,3.4688e+10,1.14501e+11,1.14501e+11,2.85449e+11,1.0752e+10,3.118e+09,1.184e+09,1.338e+09,-2.06e+08,5.2e+07,2.45e+09,8.91e+08,1.81e+08,5.46e+08,8.32e+08,1.7504e+10,-3.767e+09,-3.767e+09,-3.767e+09,4.147e+09,2.0057e+10,-1.591e+10,-3.29e+08,-8.05e+08,-7.54e+08,-3.876e+09,-3e+09,-6.717e+09,3.42e+08,-7.059e+09,-2.47e+08,-1.384e+10,2.91e+09,2.91e+09,-6.4e+07,2.846e+09,1.6093e+10,6.661e+10,1.6867e+10,0.68662,0.37049,0.30702,0.0939,0.03767,1.56873,2.90434,1.49298,0.23335,1.41455,1.40055,4.60742,15.06394,2.21905,0.50993,8,0.06346,0.07318,0.36049,-4.41285,-5.47329
"44","2021_Q1",228.842131147541,"Up",3.8033e+10,-1.2339e+10,2.5694e+10,-1.2287e+10,-7.073e+09,-5.417e+09,-1.656e+09,-5.214e+09,1.3407e+10,15000000.0000001,15000000.0000001,1.3422e+10,1.3422e+10,-2.22e+09,1.1202e+10,1.1202e+10,1.1202e+10,1.1202e+10,1.36527e+11,1.3576e+10,1.22951e+11,3.2011e+10,3.2011e+10,1.895e+09,1.1482e+10,1.1482e+10,1.81915e+11,4.4151e+10,2.965e+09,7.228e+10,7.038e+09,4.3351e+10,2.1891e+10,1.19396e+11,3.01311e+11,2.0404e+10,1.253e+10,7.874e+09,5.879e+09,4.6027e+10,3.6e+10,1.0027e+10,7.231e+10,5.9578e+10,5.1119e+10,3.18e+09,2.04e+08,4.7735e+10,1.10697e+11,1.83007e+11,8.0552e+10,8.0552e+10,3.7752e+10,1.18304e+11,1.18304e+11,3.01311e+11,1.1202e+10,3.504e+09,-1.7e+09,1.349e+09,4.47e+08,-3.496e+09,2.25e+09,-9.355e+09,-2.51e+08,3.026e+09,8.83e+09,1.5256e+10,-4.744e+09,-4.744e+09,-4.744e+09,3.173e+09,2.2052e+10,-1.8879e+10,-1.65e+09,4.71e+08,-2.75e+09,-3.865e+09,-4.76837158203125e-07,-5.451e+09,3.4e+08,-5.791e+09,-1.241e+09,-1.0557e+10,1.949e+09,1.949e+09,-8.3e+07,1.866e+09,1.6911e+10,6.5457e+10,1.6637e+10,0.67557,0.35251,0.29453,0.09469,0.03718,1.48518,2.51577,1.54692,0.21724,1.47725,1.46374,5.01556,15.60121,2.19399,0.50969,6,0.06415,0.07083,0.34503,-4.20259,-5.30096
"45","2021_Q2",251.256984126984,"Up",3.7154e+10,-1.1002e+10,2.6152e+10,-1.0276e+10,-5.35e+09,-4.231e+09,-1.119e+09,-4.926e+09,1.5876e+10,2.48e+08,2.48e+08,1.6124e+10,1.6124e+10,-2.231e+09,1.3893e+10,1.3893e+10,1.3893e+10,1.3893e+10,1.37977e+11,1.7205e+10,1.20772e+11,2.2851e+10,2.2851e+10,2.705e+09,1.3544e+10,1.3544e+10,1.77077e+11,4.7927e+10,3.103e+09,7.2894e+10,6.923e+09,4.389e+10,2.2081e+10,1.23924e+11,3.01001e+11,1.8223e+10,1.2509e+10,5.714e+09,6.497e+09,4.5336e+10,3.3476e+10,9.476e+09,7.0056e+10,5.7055e+10,5.0498e+10,2.829e+09,1.87e+08,4.7482e+10,1.07553e+11,1.77609e+11,8.1089e+10,8.1089e+10,4.2303e+10,1.23392e+11,1.23392e+11,3.01001e+11,1.3893e+10,2.645e+09,1.317e+09,1.456e+09,-1.1e+07,-1.28e+08,1.48e+09,8.843e+09,-8.08e+08,3.15e+08,-6.87e+09,1.9335e+10,-4.907e+09,-4.907e+09,-4.907e+09,2.1e+09,1.668e+10,-1.458e+10,-4.81e+08,-2.083e+09,-5.371e+09,-3.856e+09,0,-6.198e+09,5.45e+08,-6.743e+09,-2.35e+08,-1.0289e+10,3.675e+09,3.675e+09,-4.6e+07,3.629e+09,1.8521e+10,6.3552e+10,1.7325e+10,0.70388,0.4273,0.37393,0.11259,0.04616,1.24703,2.52765,1.43939,0.21114,1.83624,1.81917,4.91065,16.30875,2.28985,0.50965,8,0.07475,0.07297,0.27755,-4.01841,-4.68789
"46","2021_Q3",288.22046875,"Up",4.3076e+10,-1.4194e+10,2.8882e+10,-1.0985e+10,-6.086e+09,-4.947e+09,-1.139e+09,-4.899e+09,1.7897e+10,4.4e+08,4.4e+08,1.8337e+10,1.8337e+10,-2.874e+09,1.5463e+10,1.5463e+10,1.5463e+10,1.5463e+10,1.31968e+11,1.4432e+10,1.17536e+11,2.7312e+10,2.7312e+10,1.924e+09,1.2769e+10,1.2769e+10,1.73973e+11,5.1737e+10,3.794e+09,7.4633e+10,6.555e+09,4.4219e+10,2.3859e+10,1.30164e+11,3.04137e+11,1.9608e+10,1.277e+10,6.838e+09,6.949e+09,4.0929e+10,3.0402e+10,1.0527e+10,6.7486e+10,5.5136e+10,5.1279e+10,2.985e+09,1.74e+08,4.812e+10,1.06415e+11,1.73901e+11,8.1896e+10,8.1896e+10,4.834e+10,1.30236e+11,1.30236e+11,3.04137e+11,1.5463e+10,2.761e+09,1.195e+09,1.566e+09,-1.7e+07,-3.54e+08,-6.903e+09,-4.008e+09,7.88e+08,3.3e+07,-3.716e+09,1.2516e+10,-4.174e+09,-4.174e+09,-4.174e+09,2.593e+09,1.7685e+10,-1.5092e+10,-4.15e+08,3.27e+08,-1.669e+09,-4.23e+09,-3.25e+09,-6.233e+09,3.02e+08,-6.535e+09,7.9e+07,-1.3634e+10,-2.787e+09,-2.787e+09,1.4e+07,-2.773e+09,2.0658e+10,6.2085e+10,1.2455e+10,0.67049,0.41547,0.35897,0.11873,0.05084,0.80547,2.57791,1.33528,0.20413,2.04645,2.03006,5.7009,17.2361,1.64836,0.55982,7,0.08084,0.05113,0.27356,-3.38285,-3.90473
"47","2021_Q4",321.77359375,"Up",4.1706e+10,-1.3045e+10,2.8661e+10,-1.1613e+10,-6.409e+09,-5.082e+09,-1.327e+09,-5.204e+09,1.7048e+10,1.88e+08,1.88e+08,1.7236e+10,1.7236e+10,-1.779e+09,1.5457e+10,1.5457e+10,1.5457e+10,1.5457e+10,1.25407e+11,1.3702e+10,1.11705e+11,2.6322e+10,2.6322e+10,2.245e+09,1.164e+10,1.164e+10,1.65614e+11,5.4945e+10,5.395e+09,8.2925e+10,8.127e+09,4.9698e+10,2.51e+10,1.43265e+11,3.08879e+11,2.1444e+10,1.3412e+10,8.032e+09,1.0216e+10,4.0533e+10,3.0083e+10,1.045e+10,7.2193e+10,5.0007e+10,5.2174e+10,2.631e+09,1.73e+08,4.937e+10,1.02181e+11,1.74374e+11,8.2308e+10,8.2308e+10,5.2197e+10,1.34505e+11,1.34505e+11,3.08879e+11,1.5457e+10,2.936e+09,1.086e+09,1.525e+09,-8.8e+07,-3.51e+08,2.7e+09,2.9e+08,-3.29e+08,8.33e+08,1.906e+09,2.2179e+10,-5.089e+09,-5.089e+09,-5.089e+09,2.517e+09,2.0892e+10,-1.8375e+10,-7.512e+09,4e+08,-9.684e+09,-4.221e+09,-5e+08,-6.534e+09,3.96e+08,-6.93e+09,-1.937e+09,-1.3192e+10,-6.97e+08,-6.97e+08,-3.3e+07,-7.3e+08,1.9984e+10,6.0223e+10,1.9374e+10,0.68722,0.40877,0.37062,0.11492,0.05004,1.25341,2.29405,1.29641,0.19497,2.05,2.03462,5.5313,17.83886,2.5695,0.55981,8,0.0797,0.07847,0.27308,-3.26181,-3.82356
"48","2022_Q1",299.169032258065,"Down",4.6152e+10,-1.3991e+10,3.2161e+10,-1.3066e+10,-7.379e+09,-5.857e+09,-1.522e+09,-5.687e+09,1.9095e+10,3.1e+08,3.1e+08,1.9405e+10,1.9405e+10,-2.947e+09,1.6458e+10,1.6458e+10,1.6458e+10,1.6458e+10,1.30334e+11,1.4224e+10,1.1611e+11,3.8043e+10,3.8043e+10,2.636e+09,1.3393e+10,1.3393e+10,1.84406e+11,5.9715e+10,5.984e+09,8.3674e+10,7.8e+09,4.9711e+10,2.6163e+10,1.49373e+11,3.33779e+11,2.7394e+10,1.5163e+10,1.0057e+10,8.072e+09,5.3191e+10,4.1525e+10,1.1666e+10,8.8657e+10,5.0074e+10,5.306e+10,2.616e+09,1.98e+08,5.0246e+10,1.03134e+11,1.91791e+11,8.3111e+10,8.3111e+10,5.8877e+10,1.41988e+11,1.41988e+11,3.33779e+11,1.6458e+10,3.344e+09,-6.33e+08,1.571e+09,-3.4e+07,-2.17e+09,1.787e+09,-1.1606e+10,-3.88e+08,1.617e+09,1.2164e+10,2.0956e+10,-6.452e+09,-6.452e+09,-6.452e+09,-4.334e+09,1.0543e+10,-1.4877e+10,-501000000.000002,5.87e+08,-1.07e+10,-4.214e+09,0,-6.727e+09,4.5e+08,-7.177e+09,1.171e+09,-9.77e+09,4.86e+08,4.86e+08,3.6e+07,5.22e+08,2.2439e+10,5.8146e+10,2.0721e+10,0.69685,0.41374,0.3566,0.11591,0.04931,1.25902,2.07999,1.35075,0.17421,2.17871,2.16069,6.10961,18.7964,2.74305,0.55785,8,0.08164,0.08184,0.25605,-3.21708,-3.78047
"49","2022_Q2",270.473709677419,"Down",4.5317e+10,-1.3646e+10,3.1671e+10,-1.1433e+10,-5.834e+09,-4.547e+09,-1.287e+09,-5.599e+09,2.0238e+10,2.86e+08,2.86e+08,2.0524e+10,2.0524e+10,-1.9e+07,2.0505e+10,2.0505e+10,2.0505e+10,2.0505e+10,1.30615e+11,1.9165e+10,1.1145e+11,2.7349e+10,2.7349e+10,3.411e+09,1.2951e+10,1.2951e+10,1.74326e+11,6.3772e+10,6.393e+09,9.0927e+10,7.794e+09,5.0455e+10,3.2678e+10,1.61092e+11,3.35418e+11,2.7998e+10,1.4832e+10,6.894e+09,3.249e+09,4.9281e+10,3.8465e+10,1.0816e+10,8.0528e+10,5.0039e+10,5.2873e+10,2.55e+09,2.12e+08,5.0111e+10,1.02912e+11,1.8344e+11,8.3751e+10,8.3751e+10,6.8227e+10,1.51978e+11,1.51978e+11,3.35418e+11,2.0505e+10,3.212e+09,-4.632e+09,1.702e+09,-5.97e+09,-3.64e+08,5.455e+09,1.0486e+10,-7.77e+08,-4.71e+08,-3.783e+09,2.454e+10,-5.81e+09,-5.81e+09,-5.81e+09,4.183e+09,1.4492e+10,-1.0309e+10,-1.206e+09,-4.17e+08,-3.25e+09,-4.206e+09,-4.826e+09,-7.072e+09,6.12e+08,-7.684e+09,-1.72e+08,-1.6276e+10,5.014e+09,5.014e+09,-7.3e+07,4.941e+09,2.345e+10,5.3288e+10,2.3114e+10,0.69888,0.44659,0.45248,0.13492,0.06113,1.12724,2.16479,1.20702,0.15887,2.73218,2.7141,6.03824,20.25023,3.07981,0.56043,7,0.09573,0.08954,0.20512,-3.29753,-3.82088
"50","2022_Q3",272.2295,"Up",5.1728e+10,-1.696e+10,3.4768e+10,-1.2521e+10,-6.763e+09,-5.379e+09,-1.384e+09,-5.758e+09,2.2247e+10,2.68e+08,2.68e+08,2.2515e+10,2.2515e+10,-3.75e+09,1.8765e+10,1.8765e+10,1.8765e+10,1.8765e+10,1.25369e+11,2.0604e+10,1.04765e+11,3.352e+10,3.352e+10,3.019e+09,1.228e+10,1.228e+10,1.74188e+11,6.7214e+10,6.994e+09,9.1993e+10,7.462e+09,5.0921e+10,3.361e+10,1.66201e+11,3.40389e+11,2.6827e+10,1.5314e+10,7.782e+09,4.998e+09,4.5685e+10,3.4001e+10,1.1684e+10,7.751e+10,4.826e+10,5.4609e+10,2.768e+09,1.99e+08,5.1642e+10,1.02869e+11,1.80379e+11,8.4528e+10,8.4528e+10,7.5482e+10,1.6001e+11,1.6001e+11,3.40389e+11,1.8765e+10,3.496e+09,1.773e+09,1.897e+09,1.83e+08,-3.07e+08,-9.554e+09,-5543000000.00001,3.94e+08,2.35e+08,-4.64e+09,1.448e+10,-5.865e+09,-5.865e+09,-5.865e+09,5.643e+09,8.148e+09,-2.505e+09,-8.5e+08,-8.9e+07,-1.161e+09,-4.652e+09,9.5367431640625e-07,-7.142e+09,2.91e+08,-7.433e+09,-1.92e+08,-1.1986e+10,1.333e+09,1.333e+09,1.06e+08,1.439e+09,2.5743e+10,5.3258e+10,1.4074e+10,0.67213,0.43008,0.36276,0.11727,0.05513,0.75001,2.2473,1.1273,0.15646,2.50033,2.48379,6.89247,21.32045,1.87528,0.61985,7,0.08742,0.05254,0.24791,-2.80119,-3.24138
